Iteration	Posterior	Likelihood	Prior	birth	ef[1]	ef[2]	ef[3]	em[1]	em[2]	em[3]	extinction_eic	extinction_key	extinction_nig	extinction_per	extinction_rates[1]	extinction_rates[2]	extinction_rates[3]	extinction_rates[4]	extinction_rates[5]	extinction_rates[6]	extinction_rates[7]	extinction_rates[8]	extinction_rates[9]	female_relative[1]	female_relative[2]	female_relative[3]	global_female_extirp	global_male_extirp	is_extinction_eic_nig_different	is_extinction_key_per_different	male_relative[1]	male_relative[2]	male_relative[3]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	sampling_fraction	stateBirths[1]	stateBirths[2]	stateBirths[3]	stateBirths[4]	stateBirths[5]	stateBirths[6]	stateBirths[7]	stateBirths[8]	stateBirths[9]
595000	-131.8248	-125.7944	-6.030378	15.1647	0.0245634	0.059918	0.023233	0.0654759	0.00185328	0.0695404	0.02614287	0.1431641	0.02614287	0.3889488	0.388949	0.569868	0.0568498	0.528965	0.0261429	0.0261429	2.03729	0.987048	0.143164	0.228042	0.556267	0.215691	0.1077144	0.1368696	0	1	0.478382	0.0135405	0.508078	0.28026	0.0703874	0.00125468	0.0170519	0.248845	0.057904	0.0318552	0.13916	0.153282	0.572828	1.68497	1.68497	1.68497	1.68497	1.68497	1.68497	1.68497	1.68497	1.68497
596000	-138.1093	-128.5725	-9.536844	11.77172	0.126567	0.0212394	0.39063	0.0718623	0.206942	0.107656	0.2376743	0.7547568	0.2376743	0.7547568	0.754757	0.213592	0.248231	0.570502	0.237674	0.237674	2.67693	0.132905	0.754757	0.235064	0.0394464	0.725489	0.5384365	0.3864599	0	0	0.18595	0.53548	0.27857	0.015751	0.00532092	0.151786	0.264906	0.0420491	0.0205636	0.085728	0.377515	0.0363803	0.5920006	1.30797	1.30797	1.30797	1.30797	1.30797	1.30797	1.30797	1.30797	1.30797
597000	-130.7665	-125.3748	-5.391692	14.66267	0.0404348	0.0810625	0.0234225	0.00212953	0.0692741	0.141355	0.3230341	0.4974832	0.3230341	0.4974832	0.497483	0.435502	0.120359	0.842468	0.323034	0.323034	1.1054	0.146415	0.497483	0.279015	0.559361	0.161624	0.1449198	0.2127591	0	0	0.0100091	0.325599	0.664392	0.144705	0.105374	0.0405829	0.0964655	0.0389142	0.173024	0.07139	0.137318	0.192228	0.5823491	1.62919	1.62919	1.62919	1.62919	1.62919	1.62919	1.62919	1.62919	1.62919
598000	-128.0936	-126.9681	-1.125493	11.12764	0.0179586	0.0452151	0.175637	0.00768637	0.00811006	0.10488	0.468605	0.0284839	0.468605	0.0284839	0.0284839	0.595467	0.274759	0.452427	0.468605	0.468605	0.428883	0.472796	0.0284839	0.0752	0.189335	0.735465	0.2388106	0.1206763	0	0	0.0636941	0.0672051	0.869101	0.17257	0.107023	0.241723	0.0848032	0.0503687	0.0732182	0.00736757	0.129175	0.133751	0.6423511	1.2364	1.2364	1.2364	1.2364	1.2364	1.2364	1.2364	1.2364	1.2364
599000	-132.5906	-129.7487	-2.841843	12.33311	0.043018	0.0340862	0.0346347	0.00478307	0.00927072	0.0566334	0.5491106	0.05071956	0.5726287	0.05071956	0.0507196	0.439912	0.718992	1.16929	0.549111	0.572629	1.07819	0.424059	0.0507196	0.384987	0.305052	0.309961	0.1117389	0.0706872	1	0	0.0676653	0.131151	0.801183	0.0703609	0.0581609	0.0378004	0.507693	0.0222942	0.0418753	0.0735295	0.0103846	0.177901	0.5183463	1.37035	1.37035	1.37035	1.37035	1.37035	1.37035	1.37035	1.37035	1.37035
600000	-136.652	-124.494	-12.15807	14.15343	0.0165549	0.0936508	0.0931989	0.0459863	0.00304463	0.0994048	0.1863588	0.3368588	0.1863588	0.05905146	0.0590515	1.22058	1.03646	4.47389	0.186359	0.186359	1.88033	1.61114	0.336859	0.0813891	0.460416	0.458195	0.2034046	0.1484357	0	1	0.309806	0.0205114	0.669682	0.0672879	0.0928331	0.0660718	0.0312905	0.451531	0.137281	0.0168889	0.110815	0.0260006	0.6145225	1.5726	1.5726	1.5726	1.5726	1.5726	1.5726	1.5726	1.5726	1.5726
601000	-129.0809	-122.8952	-6.185691	13.94564	0.145646	0.0152735	0.0948002	0.0213275	0.0259323	0.0982896	0.5962327	0.03195218	0.5962327	0.03195218	0.0319522	2.57449	0.175036	0.302795	0.596233	0.596233	0.769262	0.0960342	0.0319522	0.569553	0.0597276	0.37072	0.2557193	0.1455493	0	0	0.146531	0.178168	0.675301	0.00838807	0.0192433	0.426311	0.0639069	0.0138639	0.387333	0.053643	0.0183466	0.00896403	0.6065886	1.54952	1.54952	1.54952	1.54952	1.54952	1.54952	1.54952	1.54952	1.54952
602000	-136.3528	-123.7205	-12.63222	19.25128	0.0483742	0.0302234	0.12728	0.0950302	0.00656605	0.0251471	0.5848767	0.5897437	0.5848767	0.005348641	0.00534864	0.305753	2.58225	1.19944	0.584877	0.584877	0.614792	0.490966	0.589744	0.234966	0.146803	0.618231	0.2058775	0.1267433	0	1	0.749785	0.0518059	0.198409	0.0120991	0.0958062	0.259574	0.117915	0.0857585	0.0660865	0.230935	0.0914192	0.0404058	0.5143864	2.13903	2.13903	2.13903	2.13903	2.13903	2.13903	2.13903	2.13903	2.13903
603000	-131.4465	-130.2183	-1.228206	11.8943	0.0292436	0.0391818	0.0657099	0.0156918	0.0137477	0.0269853	1.113515	0.001468485	0.06760743	0.001468485	0.00146849	0.102248	1.03621	0.343121	1.11352	0.0676074	0.954463	0.128108	0.00146849	0.218016	0.292107	0.489878	0.1341353	0.05642485	1	0	0.278102	0.243647	0.478252	0.0785632	0.207123	0.0908076	0.248679	0.0390861	0.199621	0.0228823	0.0204238	0.0928137	0.6054398	1.32159	1.32159	1.32159	1.32159	1.32159	1.32159	1.32159	1.32159	1.32159
604000	-126.8288	-125.9998	-0.8290693	11.85663	0.0267888	0.0287445	0.02102	0.0247024	0.107193	0.0214436	0.03212471	0.002520614	0.1975133	0.002520614	0.00252061	0.0973799	0.639187	0.828697	0.0321247	0.197513	0.429772	0.764766	0.00252061	0.349937	0.375483	0.27458	0.07655324	0.1533385	1	0	0.161097	0.699058	0.139845	0.0484753	0.151739	0.115515	0.0239421	0.308747	0.0443268	0.103306	0.131098	0.0728501	0.6240643	1.3174	1.3174	1.3174	1.3174	1.3174	1.3174	1.3174	1.3174	1.3174
605000	-132.2065	-123.039	-9.167499	14.18483	0.0381977	0.0422336	0.0672198	0.0402897	0.324836	0.0394304	0.3278866	0.328591	0.3278866	0.328591	0.328591	2.99734	0.140192	0.932179	0.327887	0.327887	0.452881	0.599967	0.328591	0.258703	0.286036	0.455261	0.1476511	0.404556	0	0	0.0995898	0.802944	0.0974658	0.0291901	0.0489632	0.00187119	0.113702	0.439306	0.144287	0.0547255	0.0117645	0.15619	0.6330755	1.57609	1.57609	1.57609	1.57609	1.57609	1.57609	1.57609	1.57609	1.57609
606000	-126.7445	-123.2657	-3.478787	14.06198	0.0618584	0.00136604	0.00024297	0.0595979	0.0667131	0.120965	0.1236412	0.04038515	0.1236412	0.04038515	0.0403852	0.89841	0.966864	0.0837598	0.123641	0.123641	0.279795	0.234948	0.0403852	0.974648	0.0215234	0.00382827	0.06346743	0.2472761	0	0	0.241018	0.269792	0.489191	0.00360914	0.0550376	0.242039	0.172821	0.108312	0.248998	0.0863231	0.0401394	0.0427193	0.6415185	1.56244	1.56244	1.56244	1.56244	1.56244	1.56244	1.56244	1.56244	1.56244
607000	-134.5611	-125.0446	-9.516491	14.59509	0.0260551	0.0185966	0.11546	0.203064	0.00838349	0.0179175	0.1546312	0.3967595	0.1546312	0.3967595	0.39676	1.89286	0.593126	1.16716	0.154631	0.154631	0.699895	2.44063	0.39676	0.162732	0.116148	0.72112	0.1601113	0.2293654	0	0	0.885332	0.0365508	0.0781177	0.00348627	0.13608	0.233928	0.101536	0.347319	0.0131247	0.0228449	0.0469695	0.0947118	0.6020481	1.62168	1.62168	1.62168	1.62168	1.62168	1.62168	1.62168	1.62168	1.62168
608000	-128.8015	-126.0854	-2.716025	12.11142	0.0993227	0.00295453	0.0326935	0.00541882	0.00253616	0.0733606	0.5761948	0.07450312	0.5761948	0.07450312	0.0745031	0.962969	1.08865	0.305509	0.576195	0.576195	1.0909	0.661443	0.0745031	0.735884	0.0218901	0.242226	0.1349707	0.08131561	0	0	0.0666393	0.0311891	0.902172	0.183983	0.14372	0.26166	0.136036	0.00721366	0.0199772	0.110327	0.131494	0.00558919	0.6363964	1.34571	1.34571	1.34571	1.34571	1.34571	1.34571	1.34571	1.34571	1.34571
609000	-127.8606	-125.9547	-1.905924	12.86144	0.0190975	0.0084267	0.0480246	0.0519358	0.00389066	0.113392	0.2148326	0.09300972	0.2148326	0.09300972	0.0930097	0.00930995	0.610792	0.698514	0.214833	0.214833	0.74733	0.541459	0.0930097	0.252784	0.11154	0.635676	0.0755488	0.1692186	0	0	0.306915	0.0229919	0.670093	0.0799565	0.015323	0.153257	0.0556939	0.177674	0.117599	0.253228	0.0954445	0.051824	0.5373865	1.42905	1.42905	1.42905	1.42905	1.42905	1.42905	1.42905	1.42905	1.42905
610000	-135.9808	-121.5182	-14.4626	16.53845	0.0346149	0.0709495	0.00179403	0.0641397	0.168805	0.017788	0.6680746	0.1097495	0.04602166	0.1097495	0.109749	3.06088	3.26001	1.53232	0.668075	0.0460217	0.687005	1.29761	0.109749	0.322424	0.660866	0.0167107	0.1073584	0.2507331	1	0	0.255809	0.673247	0.070944	0.171235	0.0708408	0.0341303	0.056539	0.299059	0.0603518	0.186488	0.0334352	0.0879208	0.6320155	1.83761	1.83761	1.83761	1.83761	1.83761	1.83761	1.83761	1.83761	1.83761
611000	-132.0228	-127.1124	-4.910325	12.70599	0.0034365	0.0190634	0.0218248	0.0417397	0.0168622	0.0807982	0.4763826	0.2632368	0.3730304	0.5056213	0.505621	3.74206	0.684404	0.201249	0.476383	0.37303	0.428671	0.0108678	0.263237	0.0775302	0.430086	0.492384	0.04432468	0.1394001	1	1	0.299424	0.120963	0.579614	0.0798163	0.0390147	0.146459	0.0481496	0.0608514	0.150973	0.32303	0.0128125	0.138893	0.6330413	1.41178	1.41178	1.41178	1.41178	1.41178	1.41178	1.41178	1.41178	1.41178
612000	-133.5722	-127.5687	-6.003582	13.12832	0.0194327	0.0245096	0.015233	0.055658	0.039538	0.0495588	0.4298096	0.2310337	0.4298096	0.2310337	0.231034	1.11093	3.44681	0.222915	0.42981	0.42981	0.860444	0.852454	0.231034	0.328392	0.414187	0.257421	0.05917531	0.1447548	0	0	0.384499	0.273138	0.342363	0.152109	0.0249563	0.0428476	0.0562724	0.00445602	0.198869	0.063467	0.213116	0.243907	0.6118768	1.4587	1.4587	1.4587	1.4587	1.4587	1.4587	1.4587	1.4587	1.4587
613000	-137.3612	-125.5029	-11.85837	17.27194	0.0423292	0.0122915	0.0826162	0.0713744	0.0149977	0.0233441	0.3665987	0.2822172	0.3665987	0.4722144	0.472214	0.139988	0.607095	1.61973	0.366599	0.366599	1.96714	2.98035	0.282217	0.308439	0.0895643	0.601997	0.1372369	0.1097162	0	1	0.650537	0.136696	0.212768	0.0334112	0.00598978	0.263489	0.0192668	0.0847321	0.130372	0.412252	0.0188346	0.0316522	0.4417861	1.9191	1.9191	1.9191	1.9191	1.9191	1.9191	1.9191	1.9191	1.9191
614000	-133.2376	-130.1195	-3.118088	10.35935	0.00744523	0.0241096	0.0026826	0.13864	0.0620938	0.104254	0.1989682	0.1401043	0.1989682	0.1401043	0.140104	0.617118	0.906225	0.0843118	0.198968	0.198968	2.68831	1.04989	0.140104	0.217459	0.704188	0.0783529	0.03423744	0.3049874	0	0	0.454575	0.203595	0.34183	0.0553264	0.0968087	0.221739	0.0337609	0.188301	0.153872	0.0421094	0.0163729	0.19171	0.6007602	1.15104	1.15104	1.15104	1.15104	1.15104	1.15104	1.15104	1.15104	1.15104
615000	-132.4976	-127.4964	-5.001244	12.57431	0.0497458	0.023618	0.0693505	0.107775	0.0118771	0.101853	0.3499394	0.5156126	0.3263008	0.5156126	0.515613	0.877231	0.430203	1.41317	0.349939	0.326301	0.322506	0.868213	0.515613	0.348569	0.165491	0.48594	0.1427143	0.2215051	1	0	0.486558	0.05362	0.459822	0.288093	0.00640741	0.0507045	0.0249904	0.111685	0.0123358	0.158351	0.150048	0.197385	0.6430433	1.39715	1.39715	1.39715	1.39715	1.39715	1.39715	1.39715	1.39715	1.39715
616000	-131.0452	-122.0129	-9.032247	15.3435	0.0116717	0.030414	0.0823935	0.0178444	0.14833	0.161419	0.06871547	0.1557124	0.06871547	0.118648	0.118648	0.843	0.86175	0.950368	0.0687155	0.0687155	0.185742	2.30251	0.155712	0.0937639	0.24433	0.661906	0.1244793	0.3275937	0	1	0.0544712	0.452787	0.492742	0.0189475	0.00153474	0.0433286	0.0724399	0.225683	0.373411	0.0706008	0.152942	0.0411128	0.5149957	1.70483	1.70483	1.70483	1.70483	1.70483	1.70483	1.70483	1.70483	1.70483
617000	-128.7489	-123.6996	-5.049306	13.23926	0.0156386	0.0846711	0.143341	0.0028085	0.0218276	0.139208	0.03211507	0.07360712	0.209801	0.1880127	0.188013	0.852013	0.15569	0.0376033	0.0321151	0.209801	1.65608	0.848615	0.0736071	0.0641844	0.34751	0.588306	0.243651	0.1638438	1	1	0.0171413	0.133222	0.849636	0.0476937	0.205255	0.160836	0.0210907	0.211668	0.231868	0.0207176	0.0199133	0.0809573	0.6217518	1.47103	1.47103	1.47103	1.47103	1.47103	1.47103	1.47103	1.47103	1.47103
618000	-135.8791	-128.0201	-7.859011	11.93642	0.0599899	0.0377459	0.106205	0.143541	0.0217521	0.105705	0.3847017	0.6263976	0.6004881	0.009750024	0.00975002	0.019259	3.31213	0.840958	0.384702	0.600488	1.14682	0.551137	0.626398	0.294153	0.185082	0.520764	0.2039409	0.2709973	1	1	0.529675	0.0802668	0.390058	0.00236298	0.0114883	0.173105	0.0398267	0.0984411	0.313152	0.0754468	0.0966283	0.189549	0.564451	1.32627	1.32627	1.32627	1.32627	1.32627	1.32627	1.32627	1.32627	1.32627
619000	-134.5533	-127.6025	-6.950759	14.55603	0.108178	0.00919733	0.135844	0.0837685	0.0646533	0.0558499	0.7185285	0.175193	0.7185285	0.3477345	0.347735	1.10253	0.6547	0.118793	0.718529	0.718529	0.761827	0.258954	0.175193	0.42721	0.0363216	0.536469	0.2532194	0.2042718	0	1	0.410084	0.316506	0.27341	0.0503176	0.107317	0.0778355	0.00496141	0.209547	0.325464	0.0234674	0.117708	0.0833824	0.4513723	1.61734	1.61734	1.61734	1.61734	1.61734	1.61734	1.61734	1.61734	1.61734
620000	-134.6221	-122.4195	-12.20257	17.23132	0.0541292	0.032918	0.0899452	0.13687	0.0767266	0.0732972	0.6875815	0.09762985	0.6875815	0.09182873	0.0918287	2.13575	1.50148	0.361252	0.687582	0.687582	0.92643	0.848881	0.0976299	0.305828	0.185985	0.508187	0.1769924	0.2868942	0	1	0.477076	0.267439	0.255485	0.0339701	0.04706	0.0214391	0.0584947	0.0457238	0.377083	0.315119	0.0767284	0.0243816	0.5238218	1.91459	1.91459	1.91459	1.91459	1.91459	1.91459	1.91459	1.91459	1.91459
621000	-129.9976	-123.3185	-6.67904	14.57439	0.0070429	0.0110151	0.0362712	0.0185914	0.0848406	0.165179	0.08027919	0.0283845	0.3187365	0.0283845	0.0283845	0.536239	1.74793	0.10655	0.0802792	0.318736	2.05732	0.31824	0.0283845	0.129634	0.202748	0.667619	0.05432923	0.2686112	1	0	0.0692132	0.315849	0.614938	0.0409317	0.157019	0.00605186	0.106116	0.00273834	0.151397	0.142867	0.0611957	0.331683	0.6591689	1.61938	1.61938	1.61938	1.61938	1.61938	1.61938	1.61938	1.61938	1.61938
622000	-128.3538	-123.6862	-4.667585	14.5843	0.12059	0.0595296	0.0219314	0.118816	0.0037399	0.114756	0.1188115	0.1979426	0.1188115	0.1979426	0.197943	0.0442858	0.0871151	0.198532	0.118812	0.118812	1.23903	0.122386	0.197943	0.59683	0.294626	0.108544	0.2020512	0.2373112	0	0	0.500674	0.0157595	0.483566	0.19639	0.0377321	0.360379	0.0118428	0.0879219	0.238051	0.0252386	0.0283696	0.0140747	0.5962623	1.62048	1.62048	1.62048	1.62048	1.62048	1.62048	1.62048	1.62048	1.62048
623000	-132.1894	-122.0185	-10.17089	15.4394	0.0289648	0.0367269	0.00168577	0.00391359	0.00783983	0.191315	0.1000697	0.2438863	0.3635532	0.2438863	0.243886	1.70703	1.485	1.42064	0.10007	0.363553	2.51553	0.509762	0.243886	0.429888	0.545092	0.0250198	0.06737744	0.2030688	1	0	0.0192722	0.0386068	0.942121	0.203896	0.131875	0.102145	0.0108392	0.0427514	0.355193	0.0890105	0.0537264	0.0105633	0.643517	1.71549	1.71549	1.71549	1.71549	1.71549	1.71549	1.71549	1.71549	1.71549
624000	-133.7239	-125.3896	-8.334326	11.78955	0.197847	0.0380787	0.0526282	0.00231209	0.00613334	0.0705608	0.1448756	0.276612	0.09906399	0.193772	0.193772	1.4128	1.21648	1.5861	0.144876	0.099064	2.10681	2.1511	0.276612	0.68565	0.131964	0.182386	0.288554	0.07900625	1	1	0.0292647	0.0776311	0.893104	0.0350092	0.0981388	0.0597247	0.0200009	0.105203	0.337057	0.00320581	0.326165	0.0154953	0.6576051	1.30995	1.30995	1.30995	1.30995	1.30995	1.30995	1.30995	1.30995	1.30995
625000	-129.473	-128.6729	-0.8001781	10.80405	0.0303803	0.0323744	0.0863989	0.0462584	0.0762869	0.0243433	0.2740297	0.0967066	0.2740297	0.03325562	0.0332556	0.348583	0.555384	0.536609	0.27403	0.27403	1.19867	0.310905	0.0967066	0.203684	0.217054	0.579261	0.1491536	0.1468886	0	1	0.314921	0.519352	0.165726	0.0813158	0.12773	0.0871934	0.0431952	0.0430329	0.00166174	0.301759	0.150801	0.163311	0.6599363	1.20045	1.20045	1.20045	1.20045	1.20045	1.20045	1.20045	1.20045	1.20045
626000	-131.4591	-126.179	-5.280075	10.90242	0.0135782	0.0127874	0.0933651	0.0658975	0.216366	0.0200069	0.413909	0.01217214	0.200935	0.01217214	0.0121721	1.45863	1.10033	1.06774	0.413909	0.200935	1.18454	1.03782	0.0121721	0.113406	0.106801	0.779793	0.1197306	0.3022706	1	0	0.218008	0.715803	0.0661889	0.0103899	0.0425784	0.0044167	0.397692	0.0918611	0.118268	0.0125916	0.302957	0.0192457	0.6043952	1.21138	1.21138	1.21138	1.21138	1.21138	1.21138	1.21138	1.21138	1.21138
627000	-134.708	-126.0415	-8.666426	13.40518	0.0403313	0.00401031	0.0397228	0.119125	0.110009	0.00646334	0.07528349	0.06770493	0.07528349	0.1088192	0.108819	2.77195	0.874091	0.644449	0.0752835	0.0752835	0.830531	3.01023	0.0677049	0.479767	0.0477052	0.472528	0.08406437	0.2355975	0	1	0.505631	0.466935	0.0274338	0.163264	0.0254331	0.108988	0.0396369	0.102947	0.259865	0.0966242	0.0501435	0.153099	0.5611918	1.48946	1.48946	1.48946	1.48946	1.48946	1.48946	1.48946	1.48946	1.48946
628000	-133.9986	-127.2105	-6.788091	12.58688	0.176888	0.000922353	0.0168855	0.0154187	0.179274	0.00690564	0.1057656	0.3445797	0.260263	1.137928	1.13793	1.42664	1.04929	0.446792	0.105766	0.260263	0.164432	1.62101	0.34458	0.908535	0.00473741	0.0867273	0.1946959	0.201598	1	1	0.0764822	0.889263	0.0342545	0.0306034	0.331022	0.00514437	0.0721135	0.0746392	0.0593552	0.21656	0.196844	0.0137181	0.5944672	1.39854	1.39854	1.39854	1.39854	1.39854	1.39854	1.39854	1.39854	1.39854
629000	-132.2059	-122.8488	-9.357153	17.52778	0.0116265	0.0441709	0.0665055	0.0101049	0.281676	0.00287071	0.1307577	0.05810794	0.1307577	0.05810794	0.0581079	1.57982	1.00579	0.493754	0.130758	0.130758	0.374206	0.335823	0.0581079	0.0950636	0.36116	0.543777	0.1223029	0.2946514	0	0	0.0342945	0.955963	0.00974273	0.217647	0.194877	0.181373	0.00915177	0.172561	0.0226033	0.00499258	0.101622	0.095172	0.5308411	1.94753	1.94753	1.94753	1.94753	1.94753	1.94753	1.94753	1.94753	1.94753
630000	-135.8391	-127.2862	-8.552839	10.24694	0.0199612	0.0587867	0.0954071	0.0837069	0.0177954	0.126895	0.1884973	0.0704353	0.1884973	0.0704353	0.0704353	0.524624	2.75819	1.18291	0.188497	0.188497	4.55023	1.32391	0.0704353	0.114618	0.337554	0.547828	0.1741551	0.2283977	0	0	0.366496	0.0779141	0.555589	0.0786235	0.0901457	0.0643426	0.0406771	0.0883203	0.117982	0.453718	0.0555518	0.0106394	0.6436272	1.13855	1.13855	1.13855	1.13855	1.13855	1.13855	1.13855	1.13855	1.13855
631000	-133.3669	-123.148	-10.2189	13.92428	0.0284851	0.119698	0.0237272	0.0510105	0.0161724	0.165083	0.04040181	0.1759193	0.04040181	0.1759193	0.175919	1.39379	2.94068	0.597892	0.0404018	0.0404018	0.446179	2.97644	0.175919	0.165698	0.696282	0.138021	0.17191	0.2322661	0	0	0.219621	0.0696285	0.710751	0.0826469	0.0637558	0.0465061	0.125745	0.0142426	0.2768	0.0586483	0.203896	0.127759	0.6150889	1.54714	1.54714	1.54714	1.54714	1.54714	1.54714	1.54714	1.54714	1.54714
632000	-139.2717	-125.9403	-13.33138	13.38377	0.0064805	0.0126343	0.166634	0.0253966	0.0750247	0.0622235	0.2457193	0.4352664	0.5107013	0.4910775	0.491078	0.758254	0.36914	0.873214	0.245719	0.510701	2.50177	6.59697	0.435266	0.0348886	0.0680181	0.897093	0.1857485	0.1626448	1	1	0.156148	0.461279	0.382573	0.0327566	0.0695392	0.216197	0.0467663	0.0580241	0.254804	0.280437	0.0277869	0.0136889	0.6576347	1.48709	1.48709	1.48709	1.48709	1.48709	1.48709	1.48709	1.48709	1.48709
633000	-134.6853	-128.195	-6.490262	11.82884	0.0335844	0.0237996	0.00310495	0.00632217	0.0177254	0.114972	0.2473116	0.2739373	0.2473116	0.3296503	0.32965	1.25407	0.949424	1.27238	0.247312	0.247312	1.58362	3.07438	0.273937	0.555215	0.393454	0.0513309	0.06048893	0.1390195	0	1	0.0454768	0.127503	0.827021	0.0320851	0.229104	0.0107773	0.0283947	0.171974	0.0675714	0.252055	0.175308	0.0327303	0.5740731	1.31432	1.31432	1.31432	1.31432	1.31432	1.31432	1.31432	1.31432	1.31432
634000	-128.3651	-127.0524	-1.312733	10.21556	0.0199759	0.0228456	0.117778	0.0062011	0.00966159	0.253789	0.06451628	0.0197908	0.06879276	0.0197908	0.0197908	0.514164	0.227164	0.438053	0.0645163	0.0687928	0.0530585	1.72755	0.0197908	0.124383	0.142252	0.733365	0.1605997	0.2696521	1	0	0.0229967	0.0358298	0.941173	0.104982	0.0688234	0.0735367	0.140926	0.0520445	0.113529	0.215003	0.0208307	0.210324	0.6238634	1.13506	1.13506	1.13506	1.13506	1.13506	1.13506	1.13506	1.13506	1.13506
635000	-134.1602	-123.3394	-10.82085	14.33402	0.0657598	0.012341	0.166608	0.13607	0.0130171	0.175775	0.02152953	0.3030373	0.02152953	0.3030373	0.303037	1.18578	0.333422	0.564539	0.0215295	0.0215295	0.514872	4.18638	0.303037	0.268727	0.0504315	0.680842	0.2447088	0.3248627	0	0	0.418854	0.0400696	0.541076	0.0882657	0.0649397	0.297811	0.353735	0.0476419	0.00727466	0.107981	0.0260248	0.00632554	0.6211276	1.59267	1.59267	1.59267	1.59267	1.59267	1.59267	1.59267	1.59267	1.59267
636000	-136.2894	-123.0965	-13.19285	18.57017	0.0439494	0.00792494	0.0295097	0.0935884	0.111189	0.0410786	1.046132	0.3303265	0.1117948	0.778896	0.778896	1.58832	1.97078	0.9705	1.04613	0.111795	0.721847	0.150119	0.330327	0.540025	0.0973771	0.362598	0.08138405	0.2458564	1	1	0.380663	0.452253	0.167084	0.0292624	0.0197511	0.0924703	0.00590402	0.17799	0.0888735	0.0753108	0.399725	0.110713	0.6493547	2.06335	2.06335	2.06335	2.06335	2.06335	2.06335	2.06335	2.06335	2.06335
637000	-130.6522	-125.8023	-4.849879	13.20578	0.0243094	0.0577776	0.0325578	0.051033	0.0691228	0.0921144	0.08339264	0.02338216	0.08339264	0.02338216	0.0233822	0.139844	1.77807	0.425635	0.0833926	0.0833926	0.433896	1.80916	0.0233822	0.212041	0.50397	0.283989	0.1146447	0.2122701	0	0	0.240415	0.325636	0.433949	0.00507018	0.0306206	0.222006	0.00404411	0.184994	0.195519	0.259881	0.0875931	0.0102718	0.4726138	1.46731	1.46731	1.46731	1.46731	1.46731	1.46731	1.46731	1.46731	1.46731
638000	-136.4752	-123.887	-12.58817	16.67417	0.0230814	0.0626051	0.0577231	0.00988562	0.00151454	0.156931	1.083994	0.1025214	1.081946	0.1025214	0.102521	0.039616	2.12688	1.58651	1.08399	1.08195	1.85111	1.24245	0.102521	0.160948	0.436547	0.402505	0.1434096	0.1683312	1	0	0.0587272	0.00899735	0.932275	0.0504355	0.0620767	0.0151285	0.19855	0.0241236	0.0789367	0.0102422	0.447847	0.11266	0.51871	1.85269	1.85269	1.85269	1.85269	1.85269	1.85269	1.85269	1.85269	1.85269
639000	-133.1109	-122.7274	-10.3835	15.59911	0.0211657	0.0371636	0.126628	0.000240735	0.0157384	0.174228	0.01340392	0.3664711	0.6315387	0.3664711	0.366471	1.80758	2.11246	2.21233	0.0134039	0.631539	0.0720995	0.135298	0.366471	0.114436	0.20093	0.684634	0.1849575	0.1902076	1	0	0.00126564	0.0827433	0.915991	0.0276668	0.332985	0.191058	0.0640236	0.0695464	0.214478	0.00807228	0.0449447	0.0472254	0.5733368	1.73323	1.73323	1.73323	1.73323	1.73323	1.73323	1.73323	1.73323	1.73323
640000	-137.1468	-127.372	-9.774738	14.2325	0.0173989	0.0956785	0.0694351	0.128004	0.00710079	0.162839	0.4164104	0.7033442	0.4164104	0.7033442	0.703344	0.261588	1.58529	0.551196	0.41641	0.41641	3.11262	0.425657	0.703344	0.0953301	0.52423	0.38044	0.1825126	0.2979438	0	0	0.429624	0.0238326	0.546544	0.0272313	0.0812264	0.140499	0.00832868	0.160924	0.246167	0.0134145	0.138349	0.183859	0.500338	1.58139	1.58139	1.58139	1.58139	1.58139	1.58139	1.58139	1.58139	1.58139
641000	-131.8725	-125.6863	-6.186227	12.81151	0.00338692	0.0271922	0.145644	0.0232196	0.0473137	0.0737627	0.1074031	0.07717903	0.3916416	0.07717903	0.077179	0.815903	0.626126	0.477548	0.107403	0.391642	2.36942	1.62273	0.077179	0.0192195	0.154306	0.826475	0.1762231	0.144296	1	0	0.160916	0.327894	0.51119	0.0230796	0.246361	0.00834595	0.132528	0.11114	0.0654496	0.205511	0.13648	0.0711042	0.5945383	1.4235	1.4235	1.4235	1.4235	1.4235	1.4235	1.4235	1.4235	1.4235
642000	-135.392	-125.7646	-9.62743	14.58771	0.000622441	0.0184973	0.0167644	0.0577613	0.0796264	0.0869705	0.4766774	0.09581575	0.9174524	0.3865895	0.38659	3.43038	0.0512639	0.670794	0.476677	0.917452	1.09562	1.63114	0.0958158	0.0173459	0.515474	0.46718	0.0358841	0.2243582	1	1	0.257451	0.354907	0.387641	0.0121275	0.265338	0.137597	0.0124881	0.17335	0.146803	0.0580032	0.121363	0.0729315	0.6274295	1.62086	1.62086	1.62086	1.62086	1.62086	1.62086	1.62086	1.62086	1.62086
