Iteration	Posterior	Likelihood	Prior	eta	extinction_eic	extinction_key	extinction_nig	extinction_per	HR[1]	HR[2]	is_all_transition_different	is_focal_death_equal	is_red_male_different	is_there_different_birth_regimes	is_there_different_death_regimes	is_transition_equal	lambda_global	lambda_hidden[1]	lambda_hidden[2]	lambda_hidden_sigma	lambda_hidden_unormalized[1]	lambda_hidden_unormalized[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obs[7]	lambda_obs[8]	lambda_obs[9]	lambda_state_dependent[1]	lambda_state_dependent[2]	lambda_state_dependent[3]	lambda_state_dependent[4]	lambda_state_dependent[5]	lambda_state_dependent[6]	lambda_state_dependent[7]	lambda_state_dependent[8]	lambda_state_dependent[9]	lambda_state_dependent[10]	lambda_state_dependent[11]	lambda_state_dependent[12]	lambda_state_dependent[13]	lambda_state_dependent[14]	lambda_state_dependent[15]	lambda_state_dependent[16]	lambda_state_dependent[17]	lambda_state_dependent[18]	mu_global	mu_hidden[1]	mu_hidden[2]	mu_hidden_sigma	mu_hidden_unormalized[1]	mu_hidden_unormalized[2]	mu_m1_weigths[1]	mu_m1_weigths[2]	mu_m1_weigths[3]	mu_m1_weigths[4]	mu_m1_weigths[5]	mu_m1_weigths[6]	mu_obs[1]	mu_obs[2]	mu_obs[3]	mu_obs[4]	mu_obs[5]	mu_obs[6]	mu_obs[7]	mu_obs[8]	mu_obs[9]	mu_obs_prportional[1]	mu_obs_prportional[2]	mu_obs_prportional[3]	mu_obs_prportional[4]	mu_obs_prportional[5]	mu_obs_prportional[6]	mu_obs_prportional[7]	mu_obs_prportional[8]	mu_obs_prportional[9]	mu_prop_model_indicator	mu_proportional_m1[1]	mu_proportional_m1[2]	mu_proportional_m1[3]	mu_proportional_m1[4]	mu_proportional_m1[5]	mu_proportional_m1[6]	mu_proportional_m1[7]	mu_proportional_m1[8]	mu_proportional_m1[9]	mu_proportional_m2[1]	mu_proportional_m2[2]	mu_proportional_m2[3]	mu_proportional_m2[4]	mu_proportional_m2[5]	mu_proportional_m2[6]	mu_proportional_m2[7]	mu_proportional_m2[8]	mu_proportional_m2[9]	mu_state_dependent[1]	mu_state_dependent[2]	mu_state_dependent[3]	mu_state_dependent[4]	mu_state_dependent[5]	mu_state_dependent[6]	mu_state_dependent[7]	mu_state_dependent[8]	mu_state_dependent[9]	mu_state_dependent[10]	mu_state_dependent[11]	mu_state_dependent[12]	mu_state_dependent[13]	mu_state_dependent[14]	mu_state_dependent[15]	mu_state_dependent[16]	mu_state_dependent[17]	mu_state_dependent[18]	r[1][2]	r[1][3]	r[1][4]	r[1][7]	r[2][1]	r[2][3]	r[2][5]	r[2][8]	r[3][1]	r[3][2]	r[3][6]	r[3][9]	r[4][1]	r[4][5]	r[4][6]	r[4][7]	r[5][2]	r[5][4]	r[5][6]	r[5][8]	r[6][3]	r[6][4]	r[6][5]	r[6][9]	r[7][1]	r[7][4]	r[7][8]	r[7][9]	r[8][2]	r[8][5]	r[8][7]	r[8][9]	r[9][3]	r[9][6]	r[9][7]	r[9][8]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	root_state_freq[10]	root_state_freq[11]	root_state_freq[12]	root_state_freq[13]	root_state_freq[14]	root_state_freq[15]	root_state_freq[16]	root_state_freq[17]	root_state_freq[18]	sampling_fraction	substitution_of_black_female	substitution_of_black_male	substitution_of_brown_female	substitution_of_brown_male	substitution_of_red_female	substitution_of_red_male	thau_f[1]	thau_f[2]	thau_f[3]	thau_m[1]	thau_m[2]	thau_m[3]	zeta	zeta_model_indicator	zeta_prop_female_m2[1]	zeta_prop_female_m2[2]	zeta_prop_female_m2[3]	zeta_prop_female_m3[1]	zeta_prop_female_m3[2]	zeta_prop_female_m3[3]	zeta_prop_male_m2[1]	zeta_prop_male_m2[2]	zeta_prop_male_m2[3]	zeta_prop_male_m3[1]	zeta_prop_male_m3[2]	zeta_prop_male_m3[3]	zeta_proportional_m2[1]	zeta_proportional_m2[2]	zeta_proportional_m2[3]	zeta_proportional_m2[4]	zeta_proportional_m2[5]	zeta_proportional_m2[6]	zeta_proportional_m3[1]	zeta_proportional_m3[2]
401000	-87.33699	-124.2599	36.92294	2.372618	0.5365708	0.3226073	0.06480825	0.2545483	2.37262	2.37262	0	0	0	1	0	1	40.47135	0.121463	0.878537	1.466774	0.371828	2.68942	4.49682	4.49682	4.49682	4.49682	4.49682	4.49682	4.49682	4.49682	4.49682	0.546197	0.546197	0.546197	0.546197	0.546197	0.546197	0.546197	0.546197	0.546197	3.95062	3.95062	3.95062	3.95062	3.95062	3.95062	3.95062	3.95062	3.95062	2.518037	0.5	0.5	0	1	1	0.337221	0.241338	0.151591	0.0547513	0.125675	0.0894236	0.254548	0.407261	0.609388	0.0914572	0.536571	0.0648082	0.105686	0.12571	0.322607	0.10109	0.161737	0.242009	0.0363208	0.213091	0.0257376	0.0419715	0.0499238	0.128119	2	0.0223559	0.337221	0.241338	0.151591	0.0223559	0.0223559	0.0547513	0.125675	0.0223559	0.10109	0.161737	0.242009	0.0363208	0.213091	0.0257376	0.0419715	0.0499238	0.128119	0.127274	0.20363	0.304694	0.0457286	0.268285	0.0324041	0.0528429	0.0628549	0.161304	0.127274	0.20363	0.304694	0.0457286	0.268285	0.0324041	0.0528429	0.0628549	0.161304	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.0169612	0.185748	0.0756125	0.00403283	0.0312934	0.022099	0.0352401	0.0544874	0.0388115	0.0698253	0.0206953	0.0245305	0.100871	0.153838	0.00110967	0.0112522	0.100337	0.0532558	0.4890624	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.06255308	0.0625531	0.0625531	0.0625531	0.0625531	0.0625531	0.0625531	0.3753185	1	0.222482	0.0400365	0.0182212	0.161566	0.161566	0.161566	0.226611	0.173596	0.319053	0.161566	0.161566	0.19217	0.226611	0.173596	0.319053	0.222482	0.0400365	0.0182212	0.80783	0.19217
402000	-82.66841	-121.981	39.31264	0.7851096	0.4721389	0.4721389	0.4721389	0.4721389	0.78511	0.78511	1	1	0	1	0	0	43.25418	0.250395	0.749605	0.8128406	0.577959	1.73023	4.80602	4.80602	4.80602	4.80602	4.80602	4.80602	4.80602	4.80602	4.80602	1.2034	1.2034	1.2034	1.2034	1.2034	1.2034	1.2034	1.2034	1.2034	3.60262	3.60262	3.60262	3.60262	3.60262	3.60262	3.60262	3.60262	3.60262	9.899567	0.5	0.5	0	1	1	0.168472	0.144709	0.076897	0.0907806	0.328371	0.190772	0.472139	1.6678	1.43255	0.761247	0.472139	0.472139	0.898689	3.25073	0.472139	0.0476929	0.168472	0.144709	0.076897	0.0476929	0.0476929	0.0907806	0.328371	0.0476929	1	0.0476929	0.168472	0.144709	0.076897	0.0476929	0.0476929	0.0907806	0.328371	0.0476929	0.171881	0.0426565	0.103322	0.137195	0.163175	0.120847	0.106079	0.117752	0.0370933	0.236069	0.833898	0.716276	0.380623	0.236069	0.236069	0.449345	1.62536	0.236069	0.236069	0.833898	0.716276	0.380623	0.236069	0.236069	0.449345	1.62536	0.236069	0.01336094	0.01336094	0.04952386	0.04952386	0.03900605	0.03900605	0.04952386	0.04952386	0.1279683	0.1279683	0.04952386	0.04952386	0.01673326	0.01336094	0.01336094	0.01673326	0.01673326	0.03900605	0.03900605	0.01673326	0.01673326	0.1279683	0.1279683	0.01673326	0.05818936	0.05818936	0.01336094	0.01336094	0.05818936	0.05818936	0.03900605	0.03900605	0.05818936	0.05818936	0.1279683	0.1279683	0.0478192	0.0137384	0.0154527	0.242738	0.0114289	0.0449663	0.131612	0.0675746	0.170457	0.0624047	0.0380017	0.0126057	0.0443172	0.00548571	0.00233965	0.0058452	0.012722	0.0704906	0.4389869	0.01673326	0.03900605	0.04952386	0.01336094	0.05818936	0.1279683	0.0495239	0.0167333	0.0581894	0.0133609	0.039006	0.127968	0.3047818	2	0.16249	0.0549024	0.190921	0.170962	0.170962	0.170962	0.0438377	0.12798	0.419869	0.170962	0.170962	0.145188	0.0438377	0.12798	0.419869	0.16249	0.0549024	0.190921	0.854812	0.145188
403000	-81.66699	-121.6084	39.94139	0.6993052	0.4188551	0.4188551	0.4188551	0.4188551	0.699305	0.699305	0	1	1	1	0	0	23.91758	0.169241	0.830759	1.179419	0.451353	2.21556	2.65751	2.65751	2.65751	2.65751	2.65751	2.65751	2.65751	2.65751	2.65751	0.449761	0.449761	0.449761	0.449761	0.449761	0.449761	0.449761	0.449761	0.449761	2.20775	2.20775	2.20775	2.20775	2.20775	2.20775	2.20775	2.20775	2.20775	13.36438	0.5	0.5	0	1	1	0.644348	0.0819342	0.0207657	0.107449	0.0201385	0.125365	0.418855	8.6113	1.095	0.27752	0.418855	0.418855	1.436	0.269138	0.418855	0.0313412	0.644348	0.0819342	0.0207657	0.0313412	0.0313412	0.107449	0.0201385	0.0313412	1	0.0313412	0.644348	0.0819342	0.0207657	0.0313412	0.0313412	0.107449	0.0201385	0.0313412	0.019654	0.123753	0.075459	0.0418788	0.124451	0.0934835	0.151763	0.107244	0.262314	0.209428	4.30565	0.5475	0.13876	0.209428	0.209428	0.717998	0.134569	0.209428	0.209428	4.30565	0.5475	0.13876	0.209428	0.209428	0.717998	0.134569	0.209428	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.1571046	0.1571046	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.1571046	0.1571046	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.1571046	0.1571046	0.138525	0.0145256	0.01352	0.00622403	0.0431673	0.194023	0.0297557	0.00131699	0.129425	0.0374226	0.0572249	0.0551532	0.00481198	0.000957431	0.0602097	0.0464203	0.159544	0.0077727	0.568078	0.03793881	0.03793881	0.03793881	0.03793881	0.03793881	0.1571046	0.0379388	0.0379388	0.0379388	0.0379388	0.0379388	0.157105	0.3467986	3	0.132677	0.106957	0.388384	0.109397	0.109397	0.109397	0.215108	0.148478	0.00839585	0.109397	0.109397	0.453014	0.215108	0.148478	0.00839585	0.132677	0.106957	0.388384	0.546986	0.453014
404000	-85.51975	-126.4877	40.96799	1.582841	0.005709509	0.005709509	0.005709509	0.005709509	1.58284	1.58284	1	1	0	1	0	0	30.08796	0.332163	0.667837	0.517738	0.705246	1.41795	3.34311	3.34311	3.34311	3.34311	3.34311	3.34311	3.34311	3.34311	3.34311	1.11046	1.11046	1.11046	1.11046	1.11046	1.11046	1.11046	1.11046	1.11046	2.23265	2.23265	2.23265	2.23265	2.23265	2.23265	2.23265	2.23265	2.23265	0.353889	0.5	0.5	0	1	1	0.0347759	0.154499	0.118442	0.484297	0.143452	0.0645345	0.00570951	0.0123068	0.0546754	0.0419152	0.00570951	0.00570951	0.171387	0.0507662	0.00570951	0.0161336	0.0347759	0.154499	0.118442	0.0161336	0.0161336	0.484297	0.143452	0.0161336	1	0.0161336	0.0347759	0.154499	0.118442	0.0161336	0.0161336	0.484297	0.143452	0.0161336	0.0170804	0.0139628	0.0115083	0.270775	0.0246212	0.171357	0.0950381	0.0259931	0.369664	0.00285475	0.0061534	0.0273377	0.0209576	0.00285475	0.00285475	0.0856937	0.0253831	0.00285475	0.00285475	0.0061534	0.0273377	0.0209576	0.00285475	0.00285475	0.0856937	0.0253831	0.00285475	0.04137452	0.04137452	0.04578652	0.04578652	0.1044988	0.1044988	0.04578652	0.04578652	0.00695595	0.00695595	0.04578652	0.04578652	0.09774441	0.04137452	0.04137452	0.09774441	0.09774441	0.1044988	0.1044988	0.09774441	0.09774441	0.00695595	0.00695595	0.09774441	0.04047058	0.04047058	0.04137452	0.04137452	0.04047058	0.04047058	0.1044988	0.1044988	0.04047058	0.04047058	0.00695595	0.00695595	0.0843441	0.0571357	0.0402442	0.0570023	0.0229445	0.0392916	0.0605436	0.0227673	0.0385715	0.0943008	0.149489	0.0427523	0.0293262	0.00237195	0.104145	0.0664165	0.0846678	0.00368551	0.4414166	0.09774441	0.1044988	0.04578652	0.04137452	0.04047058	0.00695595	0.0457865	0.0977444	0.0404706	0.0413745	0.104499	0.00695595	0.3368308	2	0.135933	0.290188	0.120151	0.17458	0.17458	0.17458	0.122835	0.310241	0.0206512	0.17458	0.17458	0.127102	0.122835	0.310241	0.0206512	0.135933	0.290188	0.120151	0.872898	0.127102
405000	-83.82555	-122.8438	39.01828	0.1398742	0.108403	0.108403	0.108403	0.108403	0.139874	0.139874	1	1	0	1	0	0	26.47966	0.167051	0.832949	1.191031	0.447832	2.23298	2.94218	2.94218	2.94218	2.94218	2.94218	2.94218	2.94218	2.94218	2.94218	0.491494	0.491494	0.491494	0.491494	0.491494	0.491494	0.491494	0.491494	0.491494	2.45069	2.45069	2.45069	2.45069	2.45069	2.45069	2.45069	2.45069	2.45069	6.262176	0.5	0.5	0	1	1	0.196235	0.160446	0.204182	0.128001	0.241893	0.0692431	0.108403	1.22886	1.00474	1.27862	0.108403	0.108403	0.801566	1.51478	0.108403	0.0173108	0.196235	0.160446	0.204182	0.0173108	0.0173108	0.128001	0.241893	0.0173108	1	0.0173108	0.196235	0.160446	0.204182	0.0173108	0.0173108	0.128001	0.241893	0.0173108	0.112602	0.0711753	0.0131623	0.0262709	0.28716	0.112374	0.268401	0.0392997	0.0695543	0.0542015	0.614428	0.502369	0.639312	0.0542015	0.0542015	0.400783	0.75739	0.0542015	0.0542015	0.614428	0.502369	0.639312	0.0542015	0.0542015	0.400783	0.75739	0.0542015	0.04311929	0.04311929	0.0919999	0.0919999	0.04362913	0.04362913	0.0919999	0.0919999	0.2227707	0.2227707	0.0919999	0.0919999	0.01641652	0.04311929	0.04311929	0.01641652	0.01641652	0.04362913	0.04362913	0.01641652	0.01641652	0.2227707	0.2227707	0.01641652	0.120542	0.120542	0.04311929	0.04311929	0.120542	0.120542	0.04362913	0.04362913	0.120542	0.120542	0.2227707	0.2227707	0.0510463	0.0768804	0.0353633	0.0348004	0.290606	0.0459364	0.00279343	0.0336881	0.0731717	0.00633603	0.0269908	0.0292553	0.185778	0.00350969	0.068571	0.00889205	0.0209275	0.00545334	0.409682	0.01641652	0.04362913	0.0919999	0.04311929	0.120542	0.2227707	0.0919999	0.0164165	0.120542	0.0431193	0.0436291	0.222771	0.5384775	2	0.170852	0.0304869	0.223857	0.195702	0.195702	0.195702	0.0800763	0.0810231	0.413705	0.195702	0.195702	0.0214881	0.0800763	0.0810231	0.413705	0.170852	0.0304869	0.223857	0.978512	0.0214881
406000	-84.06523	-124.0971	40.03188	0.5344025	0.8622999	0.8622999	0.8622999	0.8622999	0.534403	0.534403	0	1	1	0	0	0	46.92587	0.5	0.5	0	1	1	5.21399	5.21399	5.21399	5.21399	5.21399	5.21399	5.21399	5.21399	5.21399	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	2.60699	16.72378	0.5	0.5	0	1	1	0.462161	7.59908e-05	0.213096	0.104647	0.0137747	0.206245	0.8623	7.72908	0.00127085	3.56377	0.8623	0.8623	1.7501	0.230365	0.8623	0.0515613	0.462161	7.59908e-05	0.213096	0.0515613	0.0515613	0.104647	0.0137747	0.0515613	1	0.0515613	0.462161	7.59908e-05	0.213096	0.0515613	0.0515613	0.104647	0.0137747	0.0515613	0.0408886	0.246011	0.244764	0.108705	0.0146535	0.0855658	0.0252258	0.0405604	0.193626	0.43115	3.86454	0.000635426	1.78188	0.43115	0.43115	0.87505	0.115183	0.43115	0.43115	3.86454	0.000635426	1.78188	0.43115	0.43115	0.87505	0.115183	0.43115	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.1578714	0.1578714	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.1578714	0.1578714	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.1578714	0.1578714	0.0234584	0.043184	0.0934193	0.0341212	0.051147	0.0259716	0.180644	0.0578604	0.0589727	0.0102971	0.108638	0.00474278	0.016104	0.0365179	0.0690201	0.0847163	0.0923219	0.00886261	0.5210559	0.01605437	0.01605437	0.01605437	0.01605437	0.01605437	0.1578714	0.0160544	0.0160544	0.0160544	0.0160544	0.0160544	0.157871	0.2381433	3	0.0506746	0.014104	0.549385	0.0674147	0.0674147	0.0674147	0.0139131	0.288215	0.083709	0.0674147	0.0674147	0.662926	0.0139131	0.288215	0.083709	0.0506746	0.014104	0.549385	0.337074	0.662926
407000	-81.71267	-123.0399	41.32721	0.1388465	0.06256628	0.06256628	0.06256628	0.06256628	0.138847	0.138847	0	1	0	1	0	1	31.40755	0.493206	0.506794	0.0201463	0.986503	1.01368	3.48973	3.48973	3.48973	3.48973	3.48973	3.48973	3.48973	3.48973	3.48973	1.72116	1.72116	1.72116	1.72116	1.72116	1.72116	1.72116	1.72116	1.72116	1.76857	1.76857	1.76857	1.76857	1.76857	1.76857	1.76857	1.76857	1.76857	11.61437	0.5	0.5	0	1	1	0.305648	0.226517	0.274661	0.103648	0.0679772	0.0215479	0.0625663	3.54991	2.63086	3.19002	0.0625663	0.0625663	1.20381	0.789512	0.0625663	0.00538697	0.305648	0.226517	0.274661	0.00538697	0.00538697	0.103648	0.0679772	0.00538697	1	0.00538697	0.305648	0.226517	0.274661	0.00538697	0.00538697	0.103648	0.0679772	0.00538697	0.07524	0.0340323	0.186747	0.267926	0.197487	0.0407677	0.123668	0.00163565	0.0724959	0.0312831	1.77495	1.31543	1.59501	0.0312831	0.0312831	0.601906	0.394756	0.0312831	0.0312831	1.77495	1.31543	1.59501	0.0312831	0.0312831	0.601906	0.394756	0.0312831	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.0232133	0.00741615	0.0793553	0.138658	0.00619526	0.0861852	0.0122638	0.0661954	0.0479356	0.0743025	0.0685262	0.156857	0.00945	0.100584	0.0288439	0.0125136	0.0584226	0.0230823	0.6110485	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.06736965	0.0673696	0.0673696	0.0673696	0.0673696	0.0673696	0.0673696	0.4042179	1	0.0432972	0.0420292	0.0577475	0.106408	0.106408	0.106408	0.449585	0.36361	0.043731	0.106408	0.106408	0.46796	0.449585	0.36361	0.043731	0.0432972	0.0420292	0.0577475	0.53204	0.46796
408000	-82.60715	-120.5504	37.94324	1.121398	0.002419449	0.002419449	0.002419449	0.002419449	1.1214	1.1214	1	1	0	1	1	0	27.03634	0.0772443	0.922756	1.838717	0.289328	3.45629	3.00404	3.00404	3.00404	3.00404	3.00404	3.00404	3.00404	3.00404	3.00404	0.232045	0.232045	0.232045	0.232045	0.232045	0.232045	0.232045	0.232045	0.232045	2.77199	2.77199	2.77199	2.77199	2.77199	2.77199	2.77199	2.77199	2.77199	1.927304	0.219377	0.780623	0.9409344	0.530121	1.88636	0.264367	0.0630877	0.198516	0.436681	0.0323269	0.00502142	0.00241945	0.509515	0.121589	0.3826	0.00241945	0.00241945	0.841617	0.0623038	0.00241945	0.00125535	0.264367	0.0630877	0.198516	0.00125535	0.00125535	0.436681	0.0323269	0.00125535	1	0.00125535	0.264367	0.0630877	0.198516	0.00125535	0.00125535	0.436681	0.0323269	0.00125535	0.104343	0.107107	0.037554	0.112912	0.0723591	0.196923	0.029036	0.264278	0.0754885	0.000530771	0.111776	0.0266739	0.0839337	0.000530771	0.000530771	0.184631	0.013668	0.000530771	0.00188868	0.397739	0.0949154	0.298667	0.00188868	0.00188868	0.656986	0.0486358	0.00188868	0.06498231	0.06498231	0.03434026	0.03434026	0.02529107	0.02529107	0.03434026	0.03434026	0.1502543	0.1502543	0.03434026	0.03434026	0.02964061	0.06498231	0.06498231	0.02964061	0.02964061	0.02529107	0.02529107	0.02964061	0.02964061	0.1502543	0.1502543	0.02964061	0.06385941	0.06385941	0.06498231	0.06498231	0.06385941	0.06385941	0.02529107	0.02529107	0.06385941	0.06385941	0.1502543	0.1502543	0.0939991	0.0445846	0.041968	0.0331922	0.002215	0.0086808	0.00198735	0.153716	0.0136342	0.133769	0.0188412	0.136544	0.0619042	0.0637665	0.0534151	0.0727953	0.0123285	0.0526593	0.4833193	0.02964061	0.02529107	0.03434026	0.06498231	0.06385941	0.1502543	0.0343403	0.0296406	0.0638594	0.0649823	0.0252911	0.150254	0.368368	2	0.0932227	0.0804647	0.173358	0.156248	0.156248	0.156248	0.176406	0.0686571	0.407892	0.156248	0.156248	0.218759	0.176406	0.0686571	0.407892	0.0932227	0.0804647	0.173358	0.781241	0.218759
409000	-84.5894	-123.1129	38.52354	0.1773384	0.2724035	0.2724035	0.2724035	0.2724035	0.177338	0.177338	0	1	0	1	0	1	20.55879	0.0876089	0.912391	1.737007	0.309873	3.22713	2.28431	2.28431	2.28431	2.28431	2.28431	2.28431	2.28431	2.28431	2.28431	0.200126	0.200126	0.200126	0.200126	0.200126	0.200126	0.200126	0.200126	0.200126	2.08418	2.08418	2.08418	2.08418	2.08418	2.08418	2.08418	2.08418	2.08418	28.19238	0.5	0.5	0	1	1	0.144146	0.0553223	0.0807684	0.0293413	0.651773	0.0386492	0.272403	4.06382	1.55967	2.27705	0.272403	0.272403	0.827202	18.375	0.272403	0.00966231	0.144146	0.0553223	0.0807684	0.00966231	0.00966231	0.0293413	0.651773	0.00966231	1	0.00966231	0.144146	0.0553223	0.0807684	0.00966231	0.00966231	0.0293413	0.651773	0.00966231	0.000754785	0.101635	0.21526	0.0515819	0.142708	0.239782	0.000700964	0.168691	0.0788853	0.136202	2.03191	0.779833	1.13853	0.136202	0.136202	0.413601	9.18751	0.136202	0.136202	2.03191	0.779833	1.13853	0.136202	0.136202	0.413601	9.18751	0.136202	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.164409	0.0769922	0.0226083	0.0191359	0.00666525	0.0778429	0.00598021	0.00541977	0.0535191	0.0615841	0.0494165	0.00935718	0.0973037	0.0695778	0.0190111	0.0997191	0.0278588	0.133599	0.5620558	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.055194	0.331164	1	0.10174	0.154119	0.123864	0.0773737	0.0773737	0.0773737	0.450328	0.0422881	0.127661	0.0773737	0.0773737	0.613131	0.450328	0.0422881	0.127661	0.10174	0.154119	0.123864	0.386869	0.613131
410000	-87.36957	-127.3214	39.95178	0.992982	0.3123074	0.3123074	0.3123074	0.3123074	0.992982	0.992982	1	1	0	0	1	0	43.97265	0.5	0.5	0	1	1	4.88585	4.88585	4.88585	4.88585	4.88585	4.88585	4.88585	4.88585	4.88585	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	2.44293	11.54007	0.164783	0.835217	1.203177	0.444178	2.25135	0.19289	0.373717	0.0495322	0.179207	0.0964033	0.108252	0.312307	2.22596	4.31271	0.571605	0.312307	0.312307	2.06806	1.1125	0.312307	0.0270629	0.19289	0.373717	0.0495322	0.0270629	0.0270629	0.179207	0.0964033	0.0270629	1	0.0270629	0.19289	0.373717	0.0495322	0.0270629	0.0270629	0.179207	0.0964033	0.0270629	0.113937	0.0496233	0.0815304	0.0013744	0.319835	0.0650074	0.0136763	0.283853	0.0711638	0.051463	0.3668	0.710662	0.0941908	0.051463	0.051463	0.340781	0.183321	0.051463	0.260844	1.85916	3.60205	0.477414	0.260844	0.260844	1.72728	0.92918	0.260844	0.009172412	0.009172412	0.02654376	0.02654376	0.05416636	0.05416636	0.02654376	0.02654376	0.02632774	0.02632774	0.02654376	0.02654376	0.00778619	0.009172412	0.009172412	0.00778619	0.00778619	0.05416636	0.05416636	0.00778619	0.00778619	0.02632774	0.02632774	0.00778619	0.006042821	0.006042821	0.009172412	0.009172412	0.006042821	0.006042821	0.05416636	0.05416636	0.006042821	0.006042821	0.02632774	0.02632774	0.00781522	0.0485279	0.0260392	0.0579085	0.0679492	0.0796227	0.0159613	0.0695408	0.180627	0.0687758	0.00123855	0.119778	0.0263348	0.090888	0.0131167	0.0237595	0.0439527	0.0581637	0.4699267	0.00778619	0.05416636	0.02654376	0.009172412	0.006042821	0.02632774	0.0265438	0.00778619	0.00604282	0.00917241	0.0541664	0.0263277	0.1300393	2	0.204121	0.0598757	0.0464692	0.143108	0.143108	0.143108	0.0705357	0.416538	0.20246	0.143108	0.143108	0.28446	0.0705357	0.416538	0.20246	0.204121	0.0598757	0.0464692	0.71554	0.28446
