Iteration	Posterior	Likelihood	Prior	eta	extinction_eic	extinction_key	extinction_nig	extinction_per	HR[1]	HR[2]	is_all_transition_different	is_focal_death_equal	is_red_male_different	is_there_different_birth_regimes	is_there_different_death_regimes	is_transition_equal	lambda_global	lambda_hidden[1]	lambda_hidden[2]	lambda_hidden_sigma	lambda_hidden_unormalized[1]	lambda_hidden_unormalized[2]	lambda_obs[1]	lambda_obs[2]	lambda_obs[3]	lambda_obs[4]	lambda_obs[5]	lambda_obs[6]	lambda_obs[7]	lambda_obs[8]	lambda_obs[9]	lambda_state_dependent[1]	lambda_state_dependent[2]	lambda_state_dependent[3]	lambda_state_dependent[4]	lambda_state_dependent[5]	lambda_state_dependent[6]	lambda_state_dependent[7]	lambda_state_dependent[8]	lambda_state_dependent[9]	lambda_state_dependent[10]	lambda_state_dependent[11]	lambda_state_dependent[12]	lambda_state_dependent[13]	lambda_state_dependent[14]	lambda_state_dependent[15]	lambda_state_dependent[16]	lambda_state_dependent[17]	lambda_state_dependent[18]	mu_global	mu_hidden[1]	mu_hidden[2]	mu_hidden_sigma	mu_hidden_unormalized[1]	mu_hidden_unormalized[2]	mu_m1_weigths[1]	mu_m1_weigths[2]	mu_m1_weigths[3]	mu_m1_weigths[4]	mu_m1_weigths[5]	mu_m1_weigths[6]	mu_obs[1]	mu_obs[2]	mu_obs[3]	mu_obs[4]	mu_obs[5]	mu_obs[6]	mu_obs[7]	mu_obs[8]	mu_obs[9]	mu_obs_prportional[1]	mu_obs_prportional[2]	mu_obs_prportional[3]	mu_obs_prportional[4]	mu_obs_prportional[5]	mu_obs_prportional[6]	mu_obs_prportional[7]	mu_obs_prportional[8]	mu_obs_prportional[9]	mu_prop_model_indicator	mu_proportional_m1[1]	mu_proportional_m1[2]	mu_proportional_m1[3]	mu_proportional_m1[4]	mu_proportional_m1[5]	mu_proportional_m1[6]	mu_proportional_m1[7]	mu_proportional_m1[8]	mu_proportional_m1[9]	mu_proportional_m2[1]	mu_proportional_m2[2]	mu_proportional_m2[3]	mu_proportional_m2[4]	mu_proportional_m2[5]	mu_proportional_m2[6]	mu_proportional_m2[7]	mu_proportional_m2[8]	mu_proportional_m2[9]	mu_state_dependent[1]	mu_state_dependent[2]	mu_state_dependent[3]	mu_state_dependent[4]	mu_state_dependent[5]	mu_state_dependent[6]	mu_state_dependent[7]	mu_state_dependent[8]	mu_state_dependent[9]	mu_state_dependent[10]	mu_state_dependent[11]	mu_state_dependent[12]	mu_state_dependent[13]	mu_state_dependent[14]	mu_state_dependent[15]	mu_state_dependent[16]	mu_state_dependent[17]	mu_state_dependent[18]	r[1][2]	r[1][3]	r[1][4]	r[1][7]	r[2][1]	r[2][3]	r[2][5]	r[2][8]	r[3][1]	r[3][2]	r[3][6]	r[3][9]	r[4][1]	r[4][5]	r[4][6]	r[4][7]	r[5][2]	r[5][4]	r[5][6]	r[5][8]	r[6][3]	r[6][4]	r[6][5]	r[6][9]	r[7][1]	r[7][4]	r[7][8]	r[7][9]	r[8][2]	r[8][5]	r[8][7]	r[8][9]	r[9][3]	r[9][6]	r[9][7]	r[9][8]	root_state_freq[1]	root_state_freq[2]	root_state_freq[3]	root_state_freq[4]	root_state_freq[5]	root_state_freq[6]	root_state_freq[7]	root_state_freq[8]	root_state_freq[9]	root_state_freq[10]	root_state_freq[11]	root_state_freq[12]	root_state_freq[13]	root_state_freq[14]	root_state_freq[15]	root_state_freq[16]	root_state_freq[17]	root_state_freq[18]	sampling_fraction	substitution_of_black_female	substitution_of_black_male	substitution_of_brown_female	substitution_of_brown_male	substitution_of_red_female	substitution_of_red_male	thau_f[1]	thau_f[2]	thau_f[3]	thau_m[1]	thau_m[2]	thau_m[3]	zeta	zeta_model_indicator	zeta_prop_female_m2[1]	zeta_prop_female_m2[2]	zeta_prop_female_m2[3]	zeta_prop_female_m3[1]	zeta_prop_female_m3[2]	zeta_prop_female_m3[3]	zeta_prop_male_m2[1]	zeta_prop_male_m2[2]	zeta_prop_male_m2[3]	zeta_prop_male_m3[1]	zeta_prop_male_m3[2]	zeta_prop_male_m3[3]	zeta_proportional_m2[1]	zeta_proportional_m2[2]	zeta_proportional_m2[3]	zeta_proportional_m2[4]	zeta_proportional_m2[5]	zeta_proportional_m2[6]	zeta_proportional_m3[1]	zeta_proportional_m3[2]
391000	-85.34303	-123.5338	38.19082	1.820881	2.156728	0.4429402	0.5036944	0.4180905	1.82088	1.82088	1	0	0	1	1	0	38.38804	0.48751	0.51249	0.03704448	0.975323	1.0253	4.26534	4.26534	4.26534	4.26534	4.26534	4.26534	4.26534	4.26534	4.26534	2.07939	2.07939	2.07939	2.07939	2.07939	2.07939	2.07939	2.07939	2.07939	2.18594	2.18594	2.18594	2.18594	2.18594	2.18594	2.18594	2.18594	2.18594	9.030625	0.0830067	0.916993	1.780738	0.300866	3.32374	0.00497967	0.0733372	0.239341	0.150316	0.318214	0.213812	0.41809	0.260288	0.355094	1.97514	2.15673	0.503694	1.22775	1.6909	0.44294	0.046297	0.0288228	0.0393211	0.218716	0.238824	0.0557762	0.135955	0.18724	0.0490487	2	0.0534531	0.00497967	0.0733372	0.239341	0.0534531	0.0534531	0.150316	0.318214	0.0534531	0.046297	0.0288228	0.0393211	0.218716	0.238824	0.0557762	0.135955	0.18724	0.0490487	0.0347043	0.0216056	0.0294752	0.16395	0.179023	0.04181	0.101912	0.140356	0.036767	0.383386	0.238682	0.325619	1.81119	1.97771	0.461884	1.12584	1.55054	0.406173	0.01076999	0.01076999	0.04736404	0.04736404	0.007468733	0.007468733	0.04736404	0.04736404	0.1282603	0.1282603	0.04736404	0.04736404	0.02369406	0.01076999	0.01076999	0.02369406	0.02369406	0.007468733	0.007468733	0.02369406	0.02369406	0.1282603	0.1282603	0.02369406	0.03530329	0.03530329	0.01076999	0.01076999	0.03530329	0.03530329	0.007468733	0.007468733	0.03530329	0.03530329	0.1282603	0.1282603	0.0462817	0.00320729	0.0272552	0.0233483	0.148432	0.0621324	0.0560105	0.0135919	0.0667757	0.0304818	0.0179859	0.0944207	0.0928839	0.124755	0.001832	0.0979958	0.00347203	0.0891387	0.4183884	0.02369406	0.007468733	0.04736404	0.01076999	0.03530329	0.1282603	0.047364	0.0236941	0.0353033	0.01077	0.00746873	0.12826	0.2528604	2	0.187313	0.0937041	0.139616	0.0890904	0.0890904	0.0890904	0.0425926	0.029537	0.507237	0.0890904	0.0890904	0.554548	0.0425926	0.029537	0.507237	0.187313	0.0937041	0.139616	0.445452	0.554548
392000	-80.30951	-120.5567	40.24714	0.604925	1.022938	0.06939663	0.604412	0.5446493	0.604925	0.604925	0	0	1	1	0	0	23.70054	0.113884	0.886116	1.520907	0.358497	2.78943	2.63339	2.63339	2.63339	2.63339	2.63339	2.63339	2.63339	2.63339	2.63339	0.2999	0.2999	0.2999	0.2999	0.2999	0.2999	0.2999	0.2999	0.2999	2.33349	2.33349	2.33349	2.33349	2.33349	2.33349	2.33349	2.33349	2.33349	9.313813	0.5	0.5	0	1	1	0.605355	0.144892	0.0208008	0.106745	0.103682	0.0185253	0.544649	0.564654	2.34689	1.86983	1.02294	0.604412	0.994633	1.29641	0.0693966	0.0584776	0.0606254	0.25198	0.200758	0.10983	0.0648942	0.106791	0.139192	0.00745094	2	0.00463133	0.605355	0.144892	0.0208008	0.00463133	0.00463133	0.106745	0.103682	0.00463133	0.0584776	0.0606254	0.25198	0.200758	0.10983	0.0648942	0.106791	0.139192	0.00745094	0.272325	0.282327	1.17345	0.934913	0.511469	0.302206	0.497316	0.648206	0.0346983	0.272325	0.282327	1.17345	0.934913	0.511469	0.302206	0.497316	0.648206	0.0346983	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.1674864	0.1674864	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.1674864	0.1674864	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.1674864	0.1674864	0.0220012	0.00406848	0.0420431	0.0409977	0.159486	0.025887	0.0727551	0.0120696	0.120627	0.0422812	0.0952814	0.0310845	0.0451268	0.0714941	0.139254	0.0274977	0.0044043	0.0436399	0.5233172	0.02854335	0.02854335	0.02854335	0.02854335	0.02854335	0.1674864	0.0285434	0.0285434	0.0285434	0.0285434	0.0285434	0.167486	0.3102031	3	0.159489	0.0895988	0.189917	0.092015	0.092015	0.092015	0.167803	0.205678	0.187513	0.092015	0.092015	0.539925	0.167803	0.205678	0.187513	0.159489	0.0895988	0.189917	0.460075	0.539925
393000	-82.41006	-125.4701	43.06008	0.005983661	0.05311486	0.2626952	0.3763452	0.132756	0.00598366	0.00598366	1	0	0	1	1	0	30.05962	0.473629	0.526371	0.07826698	0.948579	1.05421	3.33996	3.33996	3.33996	3.33996	3.33996	3.33996	3.33996	3.33996	3.33996	1.5819	1.5819	1.5819	1.5819	1.5819	1.5819	1.5819	1.5819	1.5819	1.75806	1.75806	1.75806	1.75806	1.75806	1.75806	1.75806	1.75806	1.75806	2.782517	0.469381	0.530619	0.09090566	0.940527	1.06323	0.0181985	0.0549846	0.256203	0.295804	0.126158	0.248651	0.132756	0.547426	0.293315	0.514543	0.0531149	0.376345	0.526933	0.0753885	0.262695	0.0477108	0.196738	0.105413	0.18492	0.0190888	0.135254	0.189373	0.0270936	0.0944092	2	0.0621629	0.0181985	0.0549846	0.256203	0.0621629	0.0621629	0.295804	0.126158	0.0621629	0.0477108	0.196738	0.105413	0.18492	0.0190888	0.135254	0.189373	0.0270936	0.0944092	0.0623131	0.256951	0.137676	0.241517	0.0249311	0.176649	0.247332	0.0353859	0.123304	0.0704429	0.290475	0.155638	0.273026	0.0281838	0.199696	0.279601	0.0400026	0.139391	0.01924733	0.01924733	0.04643961	0.04643961	0.1907064	0.1907064	0.04643961	0.04643961	0.02549489	0.02549489	0.04643961	0.04643961	0.0115253	0.01924733	0.01924733	0.0115253	0.0115253	0.1907064	0.1907064	0.0115253	0.0115253	0.02549489	0.02549489	0.0115253	0.0804354	0.0804354	0.01924733	0.01924733	0.0804354	0.0804354	0.1907064	0.1907064	0.0804354	0.0804354	0.02549489	0.02549489	0.0460691	0.00278139	0.0565706	0.0604621	0.0508066	0.00978705	0.012052	0.0184973	0.0207845	0.0611981	0.0226436	0.155029	0.136103	0.160546	0.155136	0.0135893	0.00301097	0.0149336	0.4426808	0.0115253	0.1907064	0.04643961	0.01924733	0.0804354	0.02549489	0.0464396	0.0115253	0.0804354	0.0192473	0.190706	0.0254949	0.373849	2	0.12422	0.0308288	0.215155	0.0355854	0.0355854	0.0355854	0.0514842	0.510116	0.0681957	0.0355854	0.0355854	0.822073	0.0514842	0.510116	0.0681957	0.12422	0.0308288	0.215155	0.177927	0.822073
394000	-84.27228	-125.9979	41.72564	0.9850788	0.4226576	0.5382964	3.221636	1.033247	0.985079	0.985079	1	0	0	1	0	0	29.76009	0.283783	0.716217	0.686278	0.629463	1.58865	3.30668	3.30668	3.30668	3.30668	3.30668	3.30668	3.30668	3.30668	3.30668	0.938378	0.938378	0.938378	0.938378	0.938378	0.938378	0.938378	0.938378	0.938378	2.3683	2.3683	2.3683	2.3683	2.3683	2.3683	2.3683	2.3683	2.3683	7.208109	0.5	0.5	0	1	1	0.256412	0.0370138	0.41715	0.0384601	0.229255	0.0217087	1.03325	0.274266	1.14687	0.0298649	0.422658	3.22164	0.396508	0.144765	0.538296	0.143345	0.0380496	0.159108	0.00414323	0.0586364	0.446946	0.0550085	0.0200836	0.0746793	2	0.00542716	0.256412	0.0370138	0.41715	0.00542716	0.00542716	0.0384601	0.229255	0.00542716	0.143345	0.0380496	0.159108	0.00414323	0.0586364	0.446946	0.0550085	0.0200836	0.0746793	0.516624	0.137133	0.573434	0.0149324	0.211329	1.61082	0.198254	0.0723824	0.269148	0.516624	0.137133	0.573434	0.0149324	0.211329	1.61082	0.198254	0.0723824	0.269148	0.003265682	0.003265682	0.01664511	0.01664511	0.01993833	0.01993833	0.01664511	0.01664511	0.1072768	0.1072768	0.01664511	0.01664511	0.008384423	0.003265682	0.003265682	0.008384423	0.008384423	0.01993833	0.01993833	0.008384423	0.008384423	0.1072768	0.1072768	0.008384423	0.07137617	0.07137617	0.003265682	0.003265682	0.07137617	0.07137617	0.01993833	0.01993833	0.07137617	0.07137617	0.1072768	0.1072768	0.0105218	0.00515913	0.0112961	0.314798	0.178313	0.0555339	0.117478	0.0305412	0.0529394	0.0771734	0.0088223	0.0105868	0.0319813	0.033486	0.000379183	0.0372909	0.00558497	0.0181148	0.626621	0.008384423	0.01993833	0.01664511	0.003265682	0.07137617	0.1072768	0.0166451	0.00838442	0.0713762	0.00326568	0.0199383	0.107277	0.2268866	2	0.0733631	0.0369542	0.31459	0.053231	0.053231	0.053231	0.0143935	0.087878	0.472822	0.053231	0.053231	0.733845	0.0143935	0.087878	0.472822	0.0733631	0.0369542	0.31459	0.266155	0.733845
395000	-80.6877	-122.17	41.48226	1.23534	0.02069654	0.02069654	0.02069654	0.02069654	1.23534	1.23534	1	1	0	1	0	0	31.45174	0.215325	0.784675	0.9585919	0.523844	1.90896	3.49464	3.49464	3.49464	3.49464	3.49464	3.49464	3.49464	3.49464	3.49464	0.752483	0.752483	0.752483	0.752483	0.752483	0.752483	0.752483	0.752483	0.752483	2.74215	2.74215	2.74215	2.74215	2.74215	2.74215	2.74215	2.74215	2.74215	1.232704	0.5	0.5	0	1	1	0.380659	0.176307	0.00863738	0.367114	0.000124239	0.0671582	0.0206965	0.469239	0.217335	0.0106473	0.0206965	0.0206965	0.452543	0.00015315	0.0206965	0.0167895	0.380659	0.176307	0.00863738	0.0167895	0.0167895	0.367114	0.000124239	0.0167895	1	0.0167895	0.380659	0.176307	0.00863738	0.0167895	0.0167895	0.367114	0.000124239	0.0167895	0.333124	0.146702	0.0317679	0.0423113	0.128477	0.163023	0.0323795	0.0173718	0.104845	0.0103483	0.23462	0.108667	0.00532367	0.0103483	0.0103483	0.226271	7.6575e-05	0.0103483	0.0103483	0.23462	0.108667	0.00532367	0.0103483	0.0103483	0.226271	7.6575e-05	0.0103483	0.03736678	0.03736678	0.01770479	0.01770479	0.01778838	0.01778838	0.01770479	0.01770479	0.06025807	0.06025807	0.01770479	0.01770479	0.0049966	0.03736678	0.03736678	0.0049966	0.0049966	0.01778838	0.01778838	0.0049966	0.0049966	0.06025807	0.06025807	0.0049966	0.08456217	0.08456217	0.03736678	0.03736678	0.08456217	0.08456217	0.01778838	0.01778838	0.08456217	0.08456217	0.06025807	0.06025807	0.0145297	0.00808998	0.0582416	0.0153444	0.181871	0.0175405	0.141905	0.00936803	0.0489084	0.0520228	0.0293752	0.045743	0.109106	0.0173586	0.000594593	0.0529322	0.0201605	0.176909	0.5006496	0.0049966	0.01778838	0.01770479	0.03736678	0.08456217	0.06025807	0.0177048	0.0049966	0.0845622	0.0373668	0.0177884	0.0602581	0.2226768	2	0.0795089	0.0224388	0.379753	0.140812	0.140812	0.140812	0.167807	0.0798843	0.270608	0.140812	0.140812	0.295941	0.167807	0.0798843	0.270608	0.0795089	0.0224388	0.379753	0.704059	0.295941
396000	-87.08834	-123.1805	36.09214	2.728146	0.03909996	0.03909996	0.03909996	0.03909996	2.72815	2.72815	0	1	0	1	0	1	29.32899	0.426796	0.573204	0.218636	0.86289	1.1589	3.25878	3.25878	3.25878	3.25878	3.25878	3.25878	3.25878	3.25878	3.25878	1.39083	1.39083	1.39083	1.39083	1.39083	1.39083	1.39083	1.39083	1.39083	1.86794	1.86794	1.86794	1.86794	1.86794	1.86794	1.86794	1.86794	1.86794	18.87668	0.5	0.5	0	1	1	0.216222	0.0919352	0.500705	0.0705184	0.112334	0.00828534	0.0391	4.08156	1.73543	9.45165	0.0391	0.0391	1.33115	2.12049	0.0391	0.00207134	0.216222	0.0919352	0.500705	0.00207134	0.00207134	0.0705184	0.112334	0.00207134	1	0.00207134	0.216222	0.0919352	0.500705	0.00207134	0.00207134	0.0705184	0.112334	0.00207134	0.076125	0.189383	0.099612	0.000355317	0.161573	0.0818545	0.0156927	0.271831	0.103573	0.01955	2.04078	0.867716	4.72582	0.01955	0.01955	0.665577	1.06024	0.01955	0.01955	2.04078	0.867716	4.72582	0.01955	0.01955	0.665577	1.06024	0.01955	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.096763	0.0260451	0.0736895	0.0438383	0.087142	0.0433518	0.0402588	0.0483265	0.0229098	0.0391231	0.0962661	0.0116427	0.130238	0.0554794	0.0555795	0.0191134	0.0727424	0.0374911	0.6547862	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.09719444	0.0971944	0.0971944	0.0971944	0.0971944	0.0971944	0.0971944	0.5831666	1	0.0444393	0.661245	0.117647	0.183247	0.183247	0.183247	0.0269185	0.107592	0.0421579	0.183247	0.183247	0.0837639	0.0269185	0.107592	0.0421579	0.0444393	0.661245	0.117647	0.916236	0.0837639
397000	-85.99019	-122.8556	36.86545	1.033522	0.1979728	0.1979728	0.1979728	0.1979728	1.03352	1.03352	0	1	1	1	1	0	46.06046	0.327711	0.672289	0.5326652	0.698181	1.43229	5.11783	5.11783	5.11783	5.11783	5.11783	5.11783	5.11783	5.11783	5.11783	1.67717	1.67717	1.67717	1.67717	1.67717	1.67717	1.67717	1.67717	1.67717	3.44066	3.44066	3.44066	3.44066	3.44066	3.44066	3.44066	3.44066	3.44066	15.80061	0.461251	0.538749	0.115131	0.925284	1.08075	0.239135	0.100727	0.0275997	0.531011	0.0514094	0.0501177	0.197973	3.77848	1.59155	0.436092	0.197973	0.197973	8.39031	0.8123	0.197973	0.0125294	0.239135	0.100727	0.0275997	0.0125294	0.0125294	0.531011	0.0514094	0.0125294	1	0.0125294	0.239135	0.100727	0.0275997	0.0125294	0.0125294	0.531011	0.0514094	0.0125294	0.0468497	0.134148	0.0326157	0.0786856	0.0135064	0.234822	0.132864	0.226916	0.0995922	0.091315	1.74282	0.734103	0.201148	0.091315	0.091315	3.87003	0.374674	0.091315	0.106658	2.03565	0.857446	0.234944	0.106658	0.106658	4.52027	0.437626	0.106658	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.1965306	0.1965306	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.1965306	0.1965306	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.1965306	0.1965306	0.0197807	0.0361709	0.0436774	0.0024088	0.0963912	0.0269601	0.0970209	0.0706487	0.0878485	0.0112957	0.0104066	0.178712	0.105351	0.0348835	0.0646464	0.0399157	0.063908	0.00997361	0.4509303	0.06447146	0.06447146	0.06447146	0.06447146	0.06447146	0.1965306	0.0644715	0.0644715	0.0644715	0.0644715	0.0644715	0.196531	0.5188879	3	0.0122622	0.0548151	0.0655547	0.124249	0.124249	0.124249	0.416411	0.125265	0.325692	0.124249	0.124249	0.378753	0.416411	0.125265	0.325692	0.0122622	0.0548151	0.0655547	0.621247	0.378753
398000	-85.6015	-125.4975	39.89599	1.04603	1.131041	0.1797174	0.4523962	0.07936712	1.04603	1.04603	0	0	1	0	0	0	49.40538	0.5	0.5	0	1	1	5.48949	5.48949	5.48949	5.48949	5.48949	5.48949	5.48949	5.48949	5.48949	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	2.74474	5.180137	0.5	0.5	0	1	1	0.32031	0.0804537	0.212036	0.000596261	0.289226	0.0973778	0.0793671	0.0781119	0.554422	0.74849	1.13104	0.452396	0.981206	0.975385	0.179717	0.0153214	0.0150791	0.107029	0.144492	0.218342	0.0873329	0.189417	0.188293	0.0346936	2	0.0243444	0.32031	0.0804537	0.212036	0.0243444	0.0243444	0.000596261	0.289226	0.0243444	0.0153214	0.0150791	0.107029	0.144492	0.218342	0.0873329	0.189417	0.188293	0.0346936	0.0396836	0.0390559	0.277211	0.374245	0.56552	0.226198	0.490603	0.487692	0.0898587	0.0396836	0.0390559	0.277211	0.374245	0.56552	0.226198	0.490603	0.487692	0.0898587	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.175467	0.175467	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.175467	0.175467	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.175467	0.175467	0.0943944	0.0278971	0.0775669	0.00310546	0.0255383	0.135345	0.0160382	0.0537456	0.0605077	0.0244623	0.0155503	0.00948203	0.0760633	0.183036	0.001228	0.0843718	0.0330494	0.0786186	0.5656671	0.02314877	0.02314877	0.02314877	0.02314877	0.02314877	0.175467	0.0231488	0.0231488	0.0231488	0.0231488	0.0231488	0.175467	0.2912108	3	0.0715043	0.356921	0.0654973	0.0794914	0.0794914	0.0794914	0.286865	0.129209	0.0900036	0.0794914	0.0794914	0.602543	0.286865	0.129209	0.0900036	0.0715043	0.356921	0.0654973	0.397457	0.602543
399000	-83.19855	-122.573	39.37448	1.008341	0.07385183	0.07385183	0.07385183	0.07385183	1.00834	1.00834	0	1	0	1	0	1	32.11735	0.270204	0.729796	0.7365463	0.608479	1.64344	3.56859	3.56859	3.56859	3.56859	3.56859	3.56859	3.56859	3.56859	3.56859	0.96425	0.96425	0.96425	0.96425	0.96425	0.96425	0.96425	0.96425	0.96425	2.60434	2.60434	2.60434	2.60434	2.60434	2.60434	2.60434	2.60434	2.60434	5.748876	0.5	0.5	0	1	1	0.0506823	0.0113771	0.476375	0.241357	0.168824	0.0513852	0.0738518	0.291366	0.0654053	2.73862	0.0738518	0.0738518	1.38753	0.970546	0.0738518	0.0128463	0.0506823	0.0113771	0.476375	0.0128463	0.0128463	0.241357	0.168824	0.0128463	1	0.0128463	0.0506823	0.0113771	0.476375	0.0128463	0.0128463	0.241357	0.168824	0.0128463	0.273828	0.0328306	0.0568013	0.184784	0.00419637	0.012649	0.153687	0.207121	0.0741033	0.0369259	0.145683	0.0327027	1.36931	0.0369259	0.0369259	0.693766	0.485273	0.0369259	0.0369259	0.145683	0.0327027	1.36931	0.0369259	0.0369259	0.693766	0.485273	0.0369259	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.0533314	0.0219729	0.0230051	0.00519617	0.203559	0.0512356	0.0204367	0.0351794	0.0878198	0.0264872	0.110654	0.0559946	0.0230633	0.0191588	0.00101158	0.0867367	0.140451	0.0347064	0.5567328	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.07368978	0.0736898	0.0736898	0.0736898	0.0736898	0.0736898	0.0736898	0.4421387	1	0.0466937	0.277422	0.158618	0.0645171	0.0645171	0.0645171	0.0859392	0.0437032	0.387624	0.0645171	0.0645171	0.677415	0.0859392	0.0437032	0.387624	0.0466937	0.277422	0.158618	0.322585	0.677415
400000	-84.57752	-127.806	43.22843	0.8622765	0.2273896	0.1265736	0.06604954	0.5637591	0.862277	0.862277	0	0	0	1	0	1	21.56238	0.250913	0.749087	0.8107954	0.578757	1.72784	2.39582	2.39582	2.39582	2.39582	2.39582	2.39582	2.39582	2.39582	2.39582	0.601143	0.601143	0.601143	0.601143	0.601143	0.601143	0.601143	0.601143	0.601143	1.79468	1.79468	1.79468	1.79468	1.79468	1.79468	1.79468	1.79468	1.79468	5.820797	0.5	0.5	0	1	1	0.583736	0.0777731	0.15605	0.0876937	0.0681	0.0266478	0.563759	0.624017	1.89012	1.62069	0.22739	0.0660495	0.305543	0.396659	0.126574	0.0968526	0.107205	0.324718	0.278431	0.039065	0.0113472	0.0524916	0.0681451	0.0217451	2	0.00666194	0.583736	0.0777731	0.15605	0.00666194	0.00666194	0.0876937	0.0681	0.00666194	0.0968526	0.107205	0.324718	0.278431	0.039065	0.0113472	0.0524916	0.0681451	0.0217451	0.28188	0.312008	0.94506	0.810344	0.113695	0.0330248	0.152771	0.198329	0.0632868	0.28188	0.312008	0.94506	0.810344	0.113695	0.0330248	0.152771	0.198329	0.0632868	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.0226435	0.0353068	0.0173434	0.00391735	0.0520636	0.0668629	0.0973964	0.0247514	0.0462273	0.00630676	0.120689	0.0992849	0.120223	0.0320206	0.000762625	0.1412	0.0373827	0.0756172	0.5966782	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.02725664	0.0272566	0.0272566	0.0272566	0.0272566	0.0272566	0.0272566	0.1635398	1	0.0917077	0.0534914	0.0826327	0.0146309	0.0146309	0.0146309	0.166827	0.60304	0.00230111	0.0146309	0.0146309	0.926846	0.166827	0.60304	0.00230111	0.0917077	0.0534914	0.0826327	0.0731544	0.926846
