Iteration	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51	end_52	end_53	end_54	end_55	end_56	end_57	end_58	end_59	end_60	end_61	end_62	end_63	end_64	end_65	end_66	end_67	end_68	end_69	end_70	end_71	end_72	end_73
358000	9	9	9	9	9	9	8	17	17	8	17	17	17	17	8	17	17	4	3	5	13	13	4	4	13	14	14	14	5	14	14	14	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	12
359000	9	9	9	9	0	9	17	17	17	8	17	8	17	17	17	17	8	13	3	5	13	13	13	13	4	14	14	5	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	2	5
360000	0	9	0	0	9	9	17	17	8	17	17	17	17	17	17	17	17	4	12	14	13	13	13	4	4	5	5	14	5	5	14	14	14	14	14	5	13	14	14	14	5	14	14	5	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	0	9	9	9	17	14
361000	9	9	9	0	0	9	17	8	8	17	17	17	17	17	17	17	17	4	12	5	13	13	13	13	4	14	14	14	14	14	14	14	14	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
362000	9	9	9	9	9	9	17	17	17	8	8	8	17	8	8	17	17	4	0	14	13	13	13	13	13	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	5	5	17	17	17	17	8	8	17	17	17	17	9	9	9	9	9	17	5
363000	9	9	9	9	9	9	17	17	17	17	17	17	8	8	17	17	17	13	3	5	4	4	4	4	4	14	14	14	14	14	14	5	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	5	5	5	5	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	17	5
364000	9	0	9	9	9	9	17	17	8	17	17	8	17	17	8	8	8	4	9	5	13	13	13	13	13	14	14	14	14	14	14	5	5	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	2	5
365000	9	9	9	0	9	9	17	17	17	17	17	17	17	8	17	17	17	13	12	14	4	13	13	4	4	5	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	4	13	13	4	4	4	4	4	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	12	3
366000	9	9	9	9	9	0	8	17	8	17	17	17	17	17	8	17	8	4	0	5	13	13	13	13	13	14	5	14	14	5	14	14	5	5	14	5	4	14	14	14	14	14	14	5	14	14	14	14	13	13	13	13	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	17
367000	9	9	9	9	9	0	8	8	17	17	17	17	8	8	17	8	8	13	12	14	4	13	4	4	4	14	14	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	13	14	14	14	14	8	8	8	8	17	8	8	8	8	8	9	9	9	9	9	15	14
368000	0	9	0	9	9	9	17	8	8	17	8	8	17	17	17	17	17	4	3	5	13	13	4	13	4	14	14	14	14	14	14	5	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
369000	0	9	9	0	9	9	17	17	17	8	8	17	17	17	17	17	8	13	3	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	5	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	8	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
370000	9	0	9	9	0	0	8	17	8	17	17	8	17	17	8	17	17	4	12	5	13	13	13	4	4	14	14	14	5	14	14	14	14	5	5	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	14
371000	9	9	9	9	0	9	17	17	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	4	4	5	14	14	5	14	5	14	14	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
372000	0	0	9	0	0	9	8	17	8	17	17	8	17	17	8	17	17	4	3	14	4	4	4	4	4	14	5	14	5	14	14	14	5	14	5	14	13	14	14	14	14	14	14	5	14	14	14	14	4	4	4	13	14	14	14	14	17	17	17	17	17	17	17	8	8	8	9	9	9	0	0	8	14
373000	9	9	9	9	0	9	8	17	8	17	17	17	17	17	17	17	17	13	3	5	13	13	13	4	4	5	14	14	5	14	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	0	0	0	17	5
374000	9	0	0	9	0	0	17	17	17	17	17	17	17	17	8	8	8	13	3	5	4	4	4	4	4	14	5	14	14	14	14	5	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	5	14	14	14	8	8	17	17	17	17	17	17	17	17	9	9	9	9	9	17	8
375000	9	0	0	9	9	9	17	17	8	17	17	17	17	8	17	17	17	4	12	5	13	13	13	13	13	14	5	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
376000	9	0	0	9	9	9	17	8	17	17	17	8	8	17	8	17	17	4	3	14	13	13	4	4	13	5	14	5	5	14	5	5	14	5	14	14	13	5	14	14	14	14	14	14	14	14	14	14	13	13	13	4	14	14	14	14	8	8	17	17	17	17	17	17	17	17	0	9	0	0	0	17	17
377000	9	9	0	0	9	0	8	17	8	17	8	17	8	8	17	17	17	4	3	5	4	4	13	4	13	14	14	14	14	14	14	5	5	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
378000	9	9	0	9	0	9	17	17	17	17	17	17	17	17	17	17	17	13	12	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
379000	9	9	9	9	0	0	17	17	17	8	17	8	17	17	17	17	17	13	3	5	13	13	13	13	13	14	5	5	14	14	5	5	14	5	14	5	13	14	14	14	14	14	14	5	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	17	14
380000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	8	17	17	4	9	5	13	4	13	13	13	14	14	14	5	14	14	14	5	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
381000	0	0	9	0	0	0	17	17	17	17	17	8	17	17	17	17	17	13	12	14	13	13	13	4	13	5	14	5	5	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	8	14
382000	0	9	9	0	9	9	8	17	17	8	17	8	17	17	17	17	8	4	12	5	13	13	13	4	4	5	5	5	5	5	5	14	5	14	5	5	13	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	14	14	14	14	8	8	17	17	8	8	8	8	8	8	9	9	9	9	9	8	17
383000	9	0	9	9	0	9	8	8	17	17	8	17	17	17	17	17	17	4	12	14	4	4	4	4	4	5	5	14	5	14	14	14	14	14	5	5	4	5	14	14	14	14	14	5	14	14	14	14	4	4	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
384000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	13	13	14	14	14	14	5	5	5	14	14	14	14	4	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	14	14	14	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	8
385000	9	0	9	9	9	9	8	17	17	17	17	17	17	17	8	17	17	4	3	5	13	13	13	13	13	5	14	14	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	12	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	16
386000	0	9	9	0	9	9	17	8	8	8	17	17	17	17	17	8	17	4	0	14	13	13	13	13	13	14	14	5	5	14	14	14	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
387000	9	9	9	9	9	9	8	8	17	17	17	8	17	8	17	17	17	4	12	5	13	13	4	4	4	14	14	5	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	5	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
388000	0	9	9	9	9	9	17	17	17	17	17	8	17	17	17	17	17	4	0	14	4	4	13	13	13	14	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	13	13	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	12
389000	0	9	9	9	9	9	8	17	17	17	17	17	17	17	17	17	8	4	12	14	13	4	4	13	4	14	14	5	5	14	14	14	5	14	5	14	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	14	14	5	14	17	17	17	17	17	17	17	17	8	8	9	9	9	9	9	11	11
390000	9	0	0	9	9	9	17	17	17	17	8	8	17	17	17	8	8	4	3	5	13	13	13	13	4	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	8	17	17	17	8	17	17	17	17	17	9	9	9	9	9	11	5
391000	9	0	0	9	9	0	17	17	8	8	8	8	17	17	17	17	17	4	12	5	13	4	13	4	13	14	14	5	5	5	5	5	14	5	5	5	4	5	5	5	5	5	14	14	5	5	5	5	13	13	13	13	5	5	5	5	17	17	17	17	8	8	17	8	8	8	0	0	0	0	0	8	5
392000	9	9	9	9	0	9	17	17	17	17	17	17	17	17	17	17	17	4	6	5	13	13	13	4	4	14	14	14	14	14	14	14	5	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
393000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	4	4	4	4	4	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	10	10
394000	0	0	0	9	9	0	8	17	17	17	17	17	17	17	17	17	17	4	3	5	13	13	13	13	13	14	14	14	14	5	5	5	5	14	14	14	13	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	8
395000	9	9	9	9	9	9	8	17	17	8	17	8	17	17	17	17	17	4	3	5	13	13	13	4	13	5	5	14	14	5	5	5	14	14	14	14	13	14	14	14	5	14	14	14	14	14	14	5	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
396000	9	9	0	0	0	9	17	8	17	17	8	8	17	17	8	17	17	13	3	14	4	13	13	13	13	14	14	5	5	14	14	5	14	5	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	5	17	17	17	17	17	17	17	17	17	17	9	9	0	9	9	8	5
397000	9	9	0	9	9	9	17	17	8	17	17	17	8	8	17	8	17	4	9	5	13	13	13	4	4	5	5	14	5	5	5	14	14	14	14	14	13	14	14	14	5	14	14	14	14	14	14	14	4	13	13	4	5	5	5	14	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	11	11
398000	0	9	0	9	0	9	8	8	8	8	17	17	17	8	17	8	17	13	3	14	13	13	13	13	4	14	14	14	14	14	14	5	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	8	8	8	0	0	0	0	0	2	5
399000	0	9	0	0	9	9	17	17	17	17	17	8	17	17	17	17	17	4	3	5	13	13	13	4	4	14	14	5	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	12
400000	9	9	9	9	9	9	17	8	17	17	17	17	17	17	17	17	8	4	3	14	13	13	13	13	4	14	5	5	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	15
401000	9	9	0	9	9	0	17	17	8	8	17	17	17	17	17	17	8	13	3	5	4	13	13	4	13	5	14	14	14	5	5	14	14	5	14	14	13	14	5	14	14	14	14	5	14	14	14	14	13	13	13	13	5	5	5	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	5
402000	0	9	9	0	9	0	17	17	17	17	17	17	17	8	8	17	17	4	12	5	13	13	13	4	4	5	14	14	5	14	14	14	5	5	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
403000	9	9	9	9	9	9	8	8	8	17	17	17	17	17	8	17	17	4	12	5	4	4	4	13	13	5	5	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
404000	9	0	0	9	0	9	17	17	8	17	17	17	17	17	17	17	8	4	15	5	13	13	13	4	13	14	14	14	14	14	14	5	5	5	14	14	13	5	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	12	12	3	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	15	3
405000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
406000	0	0	0	0	0	0	17	8	17	17	8	8	8	8	8	8	8	13	12	5	4	4	13	4	4	14	5	14	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	14	14	8	8	8	8	8	8	8	17	8	8	0	0	0	0	0	17	14
407000	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	17	4	12	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	4	4	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	15	5
408000	9	9	9	9	9	9	17	17	17	8	17	8	17	17	17	17	8	4	3	5	13	13	13	13	4	14	14	5	14	14	14	14	5	14	5	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
409000	9	9	0	9	9	9	17	8	17	17	17	17	17	17	17	17	17	13	12	5	13	13	13	13	13	14	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	13
410000	0	9	0	0	0	0	17	17	8	8	8	8	17	17	17	17	17	13	12	5	4	4	4	4	4	5	5	14	14	5	5	5	5	5	5	14	13	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	14	17	17	17	17	8	8	17	17	8	17	0	0	0	0	0	11	11
411000	0	0	0	9	9	9	8	8	8	8	17	17	17	17	8	17	8	13	15	14	13	13	13	13	4	5	14	5	5	14	14	14	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	17	17	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
412000	0	9	0	0	0	0	8	8	8	17	17	17	17	17	17	17	17	13	3	5	13	13	13	4	13	14	5	5	5	5	5	5	5	5	5	5	13	5	5	5	5	5	5	14	5	5	5	5	4	13	13	4	5	5	3	3	17	17	17	17	17	17	17	8	8	8	0	0	0	0	0	8	3
413000	0	0	9	9	0	0	17	8	8	8	17	8	8	8	8	17	17	4	0	5	4	4	13	4	13	14	5	5	14	5	14	5	5	5	14	5	13	5	5	5	5	5	5	14	5	5	5	5	4	4	4	4	14	14	14	14	8	8	8	8	17	8	8	8	8	8	0	0	0	9	9	17	14
414000	0	9	9	9	9	9	8	8	17	17	8	17	17	17	17	17	17	13	12	5	13	13	13	13	13	14	14	5	14	5	14	5	5	5	14	5	4	14	5	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	14
415000	0	0	9	9	0	0	8	17	17	17	17	17	17	17	8	8	17	4	3	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
416000	0	9	9	0	0	0	17	8	17	17	17	17	8	17	8	17	17	13	0	14	13	13	13	13	4	5	5	5	5	14	14	5	5	5	14	14	4	14	5	5	14	5	5	5	5	5	5	5	4	13	13	4	5	5	14	14	17	17	8	17	17	17	8	8	17	17	9	9	9	9	9	8	14
417000	0	0	9	0	9	0	8	8	8	17	17	8	17	17	17	8	8	4	9	5	13	13	13	13	4	5	5	14	14	14	14	5	14	14	14	5	13	14	14	14	14	14	14	5	14	14	14	14	4	13	13	4	14	14	14	5	8	17	17	17	17	17	17	17	17	17	9	0	0	9	9	17	17
418000	9	9	9	9	9	9	8	8	8	17	17	17	17	17	17	17	17	4	3	5	13	13	13	4	4	14	14	14	14	14	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	4	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	17
419000	9	0	9	0	9	0	17	8	8	17	8	8	17	17	8	17	17	13	3	14	13	13	13	4	13	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	17	14
420000	9	9	9	0	0	9	8	17	17	8	17	17	17	17	17	17	17	4	12	5	4	4	4	13	13	14	14	14	14	14	14	14	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
421000	9	9	9	0	9	9	8	17	17	17	17	17	17	17	17	17	17	13	9	5	4	13	13	13	13	14	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
422000	9	9	9	0	9	0	8	17	8	8	17	17	17	17	17	17	17	4	9	5	13	13	13	4	13	14	14	5	14	14	14	14	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	12
423000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	5	4	4	4	4	4	5	5	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	5	14	14	14	14	4	4	4	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
424000	0	0	0	0	9	9	17	8	17	8	8	8	17	17	17	17	8	4	0	5	13	13	13	13	13	5	5	5	5	5	5	5	14	5	14	5	4	5	5	5	5	5	5	5	5	5	5	5	13	13	13	4	5	5	5	14	17	17	17	17	8	8	17	17	17	17	9	0	0	0	0	14	14
425000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	13	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	14	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
426000	9	9	9	0	9	0	8	17	8	8	17	17	8	17	17	8	17	13	15	14	13	13	13	4	13	14	5	5	14	14	14	14	5	14	14	14	4	5	5	5	14	5	5	5	5	5	5	5	13	13	13	13	14	14	14	5	8	8	8	8	8	8	8	17	8	8	0	9	9	9	9	11	2
427000	9	0	9	9	9	9	17	17	8	17	17	17	17	17	8	17	17	4	12	5	13	13	4	13	13	14	14	5	14	14	14	14	14	5	5	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
428000	0	9	9	9	9	9	17	17	17	17	17	17	8	17	17	17	17	4	0	5	13	13	13	4	13	5	14	5	14	5	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
429000	0	9	0	0	0	9	17	17	8	8	8	8	17	8	8	8	8	4	3	5	4	4	13	13	4	5	5	5	5	5	5	5	5	5	5	5	4	5	14	14	5	14	5	5	5	5	5	5	13	4	13	13	14	5	14	14	8	8	8	8	8	8	8	8	8	8	9	0	0	0	0	3	5
430000	9	0	0	0	0	0	17	17	8	8	8	8	8	8	8	8	8	4	12	5	13	13	13	13	13	5	5	14	14	14	14	14	14	14	5	14	4	14	14	14	14	14	14	5	14	14	14	14	13	13	13	13	14	14	14	11	8	8	8	8	8	8	8	17	8	8	0	0	0	0	0	2	11
431000	0	0	0	0	0	0	8	17	8	17	8	8	17	17	17	8	8	4	3	5	13	13	4	13	4	14	14	14	14	5	5	14	14	14	14	5	13	5	14	14	5	14	14	14	14	14	14	14	13	13	4	4	14	5	14	14	17	8	17	8	17	17	17	8	17	17	9	9	9	9	9	17	14
432000	9	9	9	0	9	9	8	8	17	17	17	17	17	17	8	17	17	13	3	14	13	13	4	13	13	14	14	5	5	14	14	14	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	11	11
433000	9	0	0	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	14	4	13	13	13	13	14	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
434000	9	9	9	9	9	9	17	8	8	8	17	17	17	17	17	8	17	13	12	5	13	13	13	13	13	5	5	5	14	14	5	5	14	14	14	14	4	5	14	14	14	14	5	5	5	5	5	5	13	13	13	13	5	5	14	17	17	17	17	8	17	17	8	8	8	8	9	0	0	0	0	8	17
435000	9	9	0	0	9	9	17	8	8	17	17	17	8	17	8	17	17	13	12	5	4	13	13	13	13	14	14	14	5	14	14	5	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	0	9	9	9	11	5
436000	0	9	0	0	9	0	8	17	17	8	8	8	17	17	17	17	17	4	12	5	4	4	13	4	4	5	5	5	5	5	5	14	5	5	5	5	13	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	17	17	17	17	8	8	17	8	17	17	0	0	0	0	0	11	5
437000	9	0	9	0	9	9	8	8	17	17	17	17	17	17	17	17	17	13	9	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	11	2	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	11	2
438000	0	0	9	9	0	0	8	8	8	8	17	17	17	17	8	17	17	13	3	14	13	13	13	13	4	5	5	14	14	14	5	14	14	14	14	14	4	14	14	14	5	14	5	5	14	14	14	14	4	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	0	0	9	9	17	5
439000	9	9	9	9	9	9	17	8	8	17	17	17	17	17	8	8	8	4	3	14	4	13	13	13	13	5	14	14	5	14	14	5	14	14	14	14	13	14	14	14	14	14	14	5	14	14	14	14	4	13	13	13	5	5	5	14	8	8	17	8	8	17	17	17	17	17	9	9	9	9	9	17	14
440000	0	0	0	0	0	9	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	13	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
441000	9	9	9	9	9	0	17	17	17	17	17	8	17	17	17	17	17	4	15	5	13	13	13	13	13	14	5	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	10	14	14	17	17	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	17
442000	9	0	9	9	9	9	17	8	17	17	17	17	17	8	17	17	17	4	12	14	13	13	13	13	13	14	14	5	14	14	14	14	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	5
443000	9	9	9	9	9	9	17	17	17	17	17	17	8	17	17	17	17	4	3	14	4	13	13	13	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
444000	9	0	9	0	9	9	17	17	17	8	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	5	14	14	14	5	14	5	14	14	14	14	13	5	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
445000	0	0	0	9	0	0	8	8	8	8	8	8	8	8	8	8	8	13	3	5	4	4	13	4	13	14	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	17
446000	0	9	9	9	9	9	17	17	17	17	17	17	17	17	8	8	17	4	12	5	13	13	13	13	13	14	14	5	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
447000	9	0	9	0	9	0	17	8	8	17	17	17	17	17	8	17	17	4	12	14	13	13	4	13	13	5	5	5	14	14	14	14	5	5	5	14	4	5	14	14	14	14	14	14	14	14	14	14	13	13	4	13	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
448000	0	0	0	0	0	9	17	8	8	17	8	8	17	17	17	17	17	4	9	5	13	13	4	13	13	14	5	5	14	14	5	14	14	14	14	5	4	5	5	5	5	5	5	5	5	5	5	5	4	13	4	4	3	3	3	13	17	17	17	17	8	8	17	17	8	8	0	0	0	0	0	7	13
