Iteration	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51	end_52	end_53	end_54	end_55	end_56	end_57	end_58	end_59	end_60	end_61	end_62	end_63	end_64	end_65	end_66	end_67	end_68	end_69	end_70	end_71	end_72	end_73
176000	9	9	0	9	0	0	8	8	17	17	17	17	17	17	8	8	8	4	3	5	13	13	13	4	4	14	14	5	5	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	13	4	13	13	4	13	13	13	13	8	17	17	17	17	17	17	8	17	17	9	9	9	9	9	15	7
177000	9	0	0	0	0	0	17	17	17	8	17	8	8	8	17	17	17	13	12	14	4	4	4	13	13	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	17	17	8	17	8	8	17	17	17	17	0	0	0	0	0	17	5
178000	0	0	9	0	9	0	17	8	8	8	8	17	17	17	8	17	17	13	3	5	13	4	4	13	4	5	5	5	14	14	5	14	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	5	13	13	4	13	14	14	14	14	17	8	8	8	17	8	8	17	8	8	0	9	9	9	9	8	14
179000	9	9	9	9	0	9	8	17	8	8	8	17	17	17	8	17	8	13	6	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	14	14	14	17	17	17	17	8	8	8	17	17	17	9	9	9	9	9	17	14
180000	9	9	0	9	9	9	17	8	17	8	8	8	17	8	8	8	8	4	3	5	4	4	13	4	13	14	14	14	14	5	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	13	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
181000	9	9	9	9	9	9	8	8	17	17	17	17	17	17	8	17	17	13	6	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
182000	9	0	0	9	9	9	17	8	17	17	17	17	8	8	17	17	17	4	12	5	13	13	13	13	13	14	14	14	14	14	14	14	5	5	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	8	17	17	17	17	17	17	17	9	9	9	9	9	11	11
183000	9	0	9	9	9	9	8	17	8	17	17	17	17	17	17	17	17	4	12	14	4	4	4	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	2
184000	9	9	9	9	9	9	17	8	8	8	17	17	17	17	17	17	17	13	12	14	13	13	13	4	13	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
185000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	3	5	13	13	13	13	4	14	14	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	13
186000	0	9	9	0	0	9	17	17	8	17	17	8	17	17	8	8	8	13	12	5	13	13	13	13	13	5	14	5	14	14	14	5	5	5	5	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	12	12	8	17	17	17	8	8	17	17	17	17	9	9	0	9	9	12	12
187000	0	9	9	9	9	9	8	17	8	17	17	8	17	17	17	17	17	4	9	14	13	13	13	4	4	14	14	14	14	5	5	5	5	14	14	14	4	14	14	14	5	14	14	14	14	14	14	14	13	13	13	4	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	14
188000	0	0	0	9	9	9	8	8	8	8	8	17	17	17	8	17	8	4	12	14	4	4	4	13	4	5	5	5	5	14	14	5	14	14	14	14	13	14	14	14	14	14	14	5	14	14	14	14	13	4	4	4	5	5	5	5	17	17	17	17	8	8	17	8	8	8	9	0	9	9	9	17	5
189000	9	9	9	9	9	0	17	8	8	17	17	17	17	17	17	17	17	4	3	5	13	13	13	4	13	5	14	14	5	14	14	14	5	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	17	14
190000	9	9	9	0	9	9	8	8	17	8	17	17	8	17	17	17	17	4	3	5	13	13	4	13	13	14	14	14	5	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	5	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	17	11
191000	0	9	0	9	0	9	8	17	17	8	17	8	17	17	17	17	17	13	3	5	13	13	13	13	4	14	14	5	5	5	5	14	14	14	14	5	13	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	14	14	14	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
192000	9	9	9	9	9	9	8	17	8	17	17	17	8	17	17	17	17	13	3	5	4	4	4	4	4	5	5	5	14	5	5	14	14	14	5	5	4	5	14	14	5	5	5	5	5	5	5	3	4	4	4	3	3	3	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	12
193000	9	0	0	0	0	0	8	8	8	8	8	17	8	8	8	8	8	4	3	5	4	4	4	4	13	14	14	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	14	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	3	5
194000	9	0	9	9	9	9	8	17	8	17	17	17	17	17	17	17	17	4	12	5	13	13	13	13	13	14	14	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
195000	9	9	0	9	9	9	17	8	8	17	17	8	8	8	17	17	17	13	3	14	4	4	4	13	4	5	5	5	14	5	5	14	14	14	14	5	13	14	14	14	5	14	5	14	14	14	14	14	4	4	4	13	14	14	14	14	17	17	8	17	8	17	17	17	17	17	9	0	9	9	9	2	5
196000	9	0	9	0	9	9	8	8	8	8	17	17	17	17	8	8	17	13	6	5	13	13	13	4	4	5	5	14	5	14	5	14	14	5	14	14	13	14	14	14	14	14	14	5	14	14	14	14	13	13	13	13	14	14	17	17	17	17	17	17	17	17	17	17	17	17	9	9	0	9	9	17	17
197000	9	0	9	9	9	9	8	17	8	17	17	17	17	17	17	17	8	4	3	5	13	13	13	13	13	14	14	5	14	14	14	14	14	5	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	8	5
198000	9	9	0	0	9	0	17	17	17	8	8	8	8	8	17	17	17	4	12	5	13	13	13	4	4	5	14	14	5	5	5	14	5	5	5	14	4	5	5	5	5	5	5	5	5	5	5	5	4	13	4	4	4	4	4	13	17	17	8	17	8	8	17	17	17	17	0	0	0	0	0	8	13
199000	9	9	0	0	0	9	17	17	17	8	17	17	17	17	8	17	17	4	3	5	13	4	4	13	4	5	14	14	14	5	14	5	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	17	8	17	8	17	8	8	8	8	8	0	0	0	0	9	17	14
200000	0	0	0	9	0	0	8	8	17	17	8	17	17	17	17	8	17	13	3	5	13	13	13	4	4	14	14	14	5	5	5	5	14	14	5	5	13	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	12
201000	9	9	9	9	9	9	17	17	17	8	17	17	17	17	17	17	8	13	12	14	13	13	13	13	13	14	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
202000	9	9	9	9	9	9	8	8	8	8	8	8	8	8	8	8	8	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	8	14
203000	9	9	9	9	9	9	17	17	17	8	8	8	8	8	8	8	8	13	3	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	8	8	8	8	8	8	8	17	17	17	9	9	9	9	9	14	14
204000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	15	5	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	5
205000	9	0	9	0	0	9	17	8	17	17	17	17	17	17	17	17	17	4	3	14	13	13	13	13	13	14	5	5	14	5	5	5	14	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	14	14	5	14	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	11	14
206000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
207000	9	9	9	9	9	0	17	17	17	17	8	17	17	17	17	17	17	13	12	5	4	4	13	4	13	5	14	5	14	5	5	14	14	5	5	14	13	5	5	5	5	5	5	5	5	5	5	5	13	4	4	4	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
208000	0	9	0	9	0	0	17	8	17	17	8	8	8	8	17	8	8	13	3	14	4	4	4	13	13	14	5	14	5	14	5	5	14	14	14	14	4	5	14	5	14	5	5	5	5	5	5	5	13	4	4	4	5	5	14	5	8	8	8	8	8	8	8	17	17	17	0	0	0	0	0	5	5
209000	9	9	9	9	0	0	8	17	17	8	17	17	17	17	17	17	17	13	3	5	13	13	13	4	4	14	5	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	17	14
210000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	8	17	17	4	12	5	4	4	4	4	4	5	5	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	4	4	4	4	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	16	13
211000	9	0	0	9	9	0	8	17	8	8	17	8	8	8	8	17	8	13	9	14	13	13	13	13	13	5	5	5	5	5	5	5	14	14	14	5	4	5	5	5	5	5	5	5	5	5	5	5	4	13	13	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	9	9	9	0	0	11	5
212000	9	0	9	9	9	0	17	8	17	17	8	8	17	17	8	8	17	13	12	5	13	13	4	13	4	14	14	5	5	14	14	5	5	5	5	5	4	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	14	14
213000	9	9	0	9	9	9	17	17	17	17	17	17	17	17	17	8	17	4	0	14	13	13	13	4	4	5	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	11	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
214000	0	0	9	0	9	9	8	17	8	17	17	17	17	17	8	17	17	4	3	14	13	13	13	13	13	5	14	14	5	14	14	14	5	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
215000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	11
216000	9	9	9	9	9	9	17	8	17	17	17	17	17	17	17	17	17	13	3	14	13	13	13	4	4	14	14	5	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	13
217000	9	9	9	9	0	0	17	17	8	8	8	17	17	17	8	17	17	4	12	5	13	13	13	13	13	14	14	14	14	14	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	14	14	14	13	17	17	17	17	17	17	17	17	17	17	0	9	9	9	9	11	13
218000	9	9	9	9	9	9	8	8	17	17	17	17	17	17	17	17	17	13	12	14	13	13	13	4	4	14	14	14	14	14	14	5	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	11	14
219000	0	9	9	0	0	9	8	8	17	17	17	17	17	17	8	8	17	4	12	5	13	13	13	13	13	14	14	5	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	12	12	12	12	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	12	12
220000	9	9	9	9	0	9	17	17	17	17	8	17	17	17	17	17	17	13	3	5	13	13	13	13	13	14	14	5	14	14	14	14	14	5	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	2
221000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
222000	0	0	0	9	9	9	17	17	17	17	17	8	17	17	17	17	8	13	3	5	13	4	13	4	13	14	14	5	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	4	4	4	4	4	17	17	17	17	17	17	17	17	8	8	9	9	9	9	9	1	4
223000	9	9	9	9	0	0	8	17	17	17	8	8	17	17	8	17	17	4	3	5	4	4	4	4	13	14	14	5	14	14	14	5	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
224000	9	0	9	9	0	0	8	8	8	8	8	17	8	8	8	8	8	4	3	5	4	4	4	4	4	14	14	5	14	14	14	5	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	9	9	0	0	8	5
225000	0	0	0	0	9	9	8	8	8	17	8	8	8	8	17	8	8	13	3	14	4	4	13	4	13	5	5	14	5	5	5	5	14	14	5	5	4	5	14	14	5	5	5	5	5	5	5	5	4	4	13	4	14	14	14	5	8	8	8	8	8	8	8	8	8	8	9	0	0	0	0	8	5
226000	0	9	0	0	9	9	8	8	17	8	17	17	8	17	17	17	8	4	12	14	13	13	13	4	4	5	5	5	5	5	5	5	5	5	5	14	4	14	14	14	5	14	14	14	14	14	14	14	13	13	13	4	14	14	14	14	8	17	17	8	8	8	8	8	17	17	9	0	0	0	0	8	14
227000	9	9	9	9	9	9	17	8	17	17	17	17	17	17	17	8	17	4	3	14	4	13	13	13	4	14	14	14	5	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	12	12	12	12	17	17	17	17	17	17	17	8	17	17	9	9	9	9	9	12	12
228000	9	9	9	9	0	9	17	17	17	17	17	17	17	17	17	8	17	13	12	5	13	13	13	13	13	5	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	13
229000	0	9	9	0	9	9	8	17	8	17	17	8	17	17	17	17	17	4	3	5	13	13	13	13	13	14	14	14	5	14	14	14	14	14	5	5	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	4	4	4	4	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	5
230000	9	0	9	0	9	9	17	17	17	17	17	17	8	8	17	8	8	4	15	5	4	4	4	4	4	14	14	5	5	14	14	14	14	14	5	14	13	14	14	14	14	14	5	14	14	14	14	12	4	4	4	13	12	12	12	12	8	17	8	17	17	17	17	17	17	17	9	9	9	9	9	9	12
231000	9	9	9	9	0	0	8	17	17	17	17	17	17	17	17	17	17	13	3	5	13	13	13	4	13	5	5	5	5	14	14	5	5	5	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	8	17	17	17	17	17	17	17	17	17	0	9	9	9	9	11	11
232000	0	9	0	9	9	9	8	8	8	8	17	17	8	8	17	8	8	13	3	5	13	13	13	13	4	5	5	5	14	5	5	5	5	14	5	14	4	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	14	14	14	14	8	8	8	8	17	8	8	8	8	8	9	0	0	0	0	8	14
233000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	12	5	4	13	13	13	13	14	14	14	14	14	14	5	14	14	5	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	11
234000	9	9	9	9	9	0	8	17	8	8	17	17	17	17	8	8	8	4	12	5	13	13	4	13	4	14	14	5	14	14	14	14	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	13	4	13	13	13	13	13	13	13	8	8	17	17	17	17	17	17	17	17	9	9	9	9	9	13	13
235000	9	0	9	9	9	0	8	17	17	8	17	8	8	17	17	17	8	4	12	14	13	4	13	13	13	14	14	5	5	5	5	14	5	5	14	14	4	14	14	14	5	14	14	14	14	14	14	14	13	13	13	13	14	14	5	14	17	17	17	17	17	17	17	17	17	17	9	0	9	9	9	17	17
236000	0	0	0	0	0	0	8	17	17	8	8	8	8	8	8	8	8	13	3	5	13	13	13	13	13	5	14	14	5	5	5	14	5	5	14	14	13	5	5	5	5	5	5	5	5	5	5	5	13	13	13	13	14	14	14	14	8	8	8	8	8	8	8	17	8	8	0	0	0	0	0	2	14
237000	0	9	9	9	0	0	8	17	17	17	17	17	17	17	8	17	17	13	3	5	13	13	4	4	13	14	5	5	5	5	5	5	5	5	5	5	4	14	14	14	5	14	14	14	14	14	14	13	13	13	13	13	13	13	13	4	17	17	17	17	17	17	17	17	17	17	0	9	9	9	0	15	13
238000	9	9	0	9	0	0	8	8	17	17	17	17	8	17	8	17	8	4	9	14	13	13	13	4	13	14	14	14	5	14	14	14	14	5	14	14	4	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	12	12
239000	9	9	0	9	9	9	17	17	8	17	8	17	17	17	17	17	17	4	3	5	13	13	13	4	4	14	14	14	14	14	14	14	14	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	5	5	5	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
240000	0	9	9	9	9	9	17	17	17	8	17	17	8	17	17	17	17	4	9	14	13	13	13	13	4	14	14	5	14	14	14	14	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	11	11	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	11
241000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	13	12	14	4	4	4	4	4	14	14	14	14	14	14	14	14	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	12	12	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	12
242000	0	0	9	0	9	9	17	8	8	17	17	17	17	17	17	8	17	13	3	5	13	13	4	4	4	5	5	5	14	5	5	5	5	5	14	5	4	5	5	5	5	5	5	14	5	5	5	5	4	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	8	8	9	0	0	0	0	8	14
243000	9	0	9	0	9	0	17	17	8	8	17	8	17	17	8	8	17	13	12	14	13	13	13	4	4	14	14	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	13	13	13	13	13	4	4	13	4	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	8	4
244000	0	0	0	0	9	9	8	8	8	17	17	17	8	8	8	8	8	13	12	14	4	4	4	4	4	14	14	5	14	14	14	5	5	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	14	14	8	8	8	8	17	17	8	8	8	8	9	0	0	0	0	5	14
245000	0	0	9	9	0	0	8	8	17	8	8	8	17	17	17	8	17	4	15	14	13	13	13	13	13	14	14	14	14	14	14	5	14	14	5	14	13	5	14	14	14	14	14	14	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	8	17	17	17	17	17	9	9	9	9	9	8	13
246000	9	9	0	9	9	0	17	17	8	17	17	8	17	17	17	17	8	13	12	5	4	4	13	13	13	5	14	14	14	5	5	14	5	5	5	14	4	14	14	14	5	14	5	14	14	14	14	14	4	4	13	13	5	5	5	5	17	17	17	8	8	8	8	17	17	17	9	9	9	9	9	17	14
247000	9	9	9	0	9	9	8	8	8	8	8	8	8	8	17	17	17	4	12	5	13	13	13	4	4	14	5	14	5	14	14	5	14	5	5	5	4	5	5	5	14	5	5	5	5	5	5	4	13	13	13	4	4	3	3	3	17	17	8	17	8	17	17	8	17	17	0	0	0	0	0	6	3
248000	9	9	9	9	9	9	17	8	8	8	8	17	17	17	17	17	17	13	3	5	4	4	4	4	13	14	14	14	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	14	14
249000	9	9	0	0	0	0	17	17	8	17	8	17	17	8	8	17	8	4	12	5	13	13	4	4	4	5	14	5	5	14	14	14	14	5	5	5	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	14	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
250000	9	0	9	9	9	0	17	8	8	17	17	17	17	17	17	17	8	4	3	5	13	13	13	13	4	5	5	14	14	14	14	5	14	14	14	5	4	14	14	14	14	14	14	5	14	14	14	13	13	13	13	13	13	13	13	13	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	9	13
251000	9	9	0	9	9	9	17	17	8	17	17	17	8	17	8	17	17	4	6	5	13	13	13	13	13	5	5	14	5	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
252000	9	9	9	0	9	9	17	17	17	17	17	17	17	17	17	17	17	4	12	14	4	4	4	4	4	14	14	14	14	14	14	14	5	14	14	14	4	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	15	17
253000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	17	17	17	4	3	14	13	13	4	13	13	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	11
254000	0	0	0	0	0	0	8	8	8	17	17	17	17	17	8	17	17	4	12	5	4	4	4	13	4	5	5	14	5	14	14	5	14	14	14	5	4	14	14	14	14	14	14	5	14	14	14	14	13	4	4	13	14	14	14	5	17	17	17	17	17	17	17	8	8	8	0	0	0	0	0	8	14
255000	9	0	9	9	9	0	17	17	17	17	17	8	17	17	17	17	17	4	15	14	4	4	4	4	4	14	14	5	14	14	14	14	14	14	14	14	13	14	14	14	14	14	14	14	14	14	14	14	4	4	4	4	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	14
256000	0	9	9	9	9	9	17	8	17	8	8	8	17	17	17	17	17	4	3	5	13	13	13	13	13	14	14	14	14	14	14	5	14	14	14	5	4	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	8	8	17	17	17	17	9	9	9	9	9	17	14
257000	0	9	0	0	9	9	17	17	8	17	17	17	17	8	8	17	17	4	3	14	4	4	4	4	4	5	5	5	14	14	14	5	5	14	14	5	13	14	14	14	14	14	14	14	14	14	14	14	13	4	4	13	14	5	5	14	17	17	17	17	17	17	17	17	8	8	0	9	9	0	0	2	11
258000	9	9	9	9	9	9	17	17	17	17	17	17	17	17	8	17	8	13	15	14	13	13	13	13	4	14	14	14	14	14	14	14	14	5	14	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	5	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	17	5
259000	0	9	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	14	4	4	4	4	4	5	5	5	14	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	3
260000	9	0	0	0	0	0	8	8	8	17	17	17	8	8	17	8	8	13	3	14	4	4	4	4	4	14	5	14	14	5	5	5	5	14	5	5	13	5	5	5	5	5	14	5	5	5	5	5	4	4	4	4	5	5	5	14	8	8	8	8	17	17	8	8	8	8	0	0	0	0	0	2	14
261000	9	0	0	9	9	9	17	17	17	8	8	8	17	8	17	8	17	4	3	5	13	13	13	13	13	5	5	5	14	5	5	5	5	5	14	14	13	5	5	5	5	5	5	5	5	5	5	5	13	13	13	4	5	5	5	5	8	8	17	8	8	8	8	17	17	17	9	9	9	9	9	17	5
262000	9	9	0	9	0	0	8	17	17	8	17	8	8	8	17	8	8	13	12	5	4	13	4	13	4	14	5	5	5	14	14	14	14	5	5	14	4	14	14	14	14	14	14	5	14	14	14	14	4	4	4	13	14	14	14	5	17	8	8	8	17	8	8	17	17	17	0	0	0	0	0	11	5
263000	0	0	0	0	9	0	8	8	8	17	17	17	17	17	8	17	17	4	3	5	4	4	4	4	13	5	5	5	14	14	5	5	5	14	5	5	13	5	5	5	5	5	5	5	5	5	5	5	13	4	4	4	5	5	5	5	17	8	17	8	17	17	8	8	8	8	0	0	0	0	0	8	5
264000	9	9	9	9	9	9	17	8	17	8	17	17	17	17	17	17	8	13	12	14	13	13	13	13	13	14	14	14	14	14	14	14	14	14	5	14	13	14	14	14	14	14	14	14	14	14	14	14	13	13	13	13	14	14	14	14	17	17	17	17	17	17	17	17	17	17	9	9	9	9	9	11	14
265000	0	0	0	9	0	0	17	17	8	17	17	17	17	8	17	8	17	4	12	14	4	4	4	13	13	14	14	5	5	5	5	14	5	14	14	5	4	14	14	14	5	14	14	14	14	14	14	14	13	4	4	13	14	14	14	14	17	17	17	17	17	17	17	17	8	8	0	0	0	0	0	5	14
266000	9	0	0	0	0	0	17	17	8	17	17	17	8	17	17	17	17	13	3	14	4	4	4	4	4	5	5	5	5	14	14	5	5	14	14	5	4	5	5	5	14	5	5	5	5	5	5	5	4	4	4	4	14	14	12	12	17	17	17	17	17	17	17	17	17	17	0	0	0	0	0	15	12
