Iteration	avg_lambda[1]	avg_lambda[2]	avg_lambda[3]	avg_lambda[4]	avg_lambda[5]	avg_lambda[6]	avg_lambda[7]	avg_lambda[8]	avg_lambda[9]	avg_lambda[10]	avg_lambda[11]	avg_lambda[12]	avg_lambda[13]	avg_lambda[14]	avg_lambda[15]	avg_lambda[16]	avg_lambda[17]	avg_lambda[18]	avg_lambda[19]	avg_lambda[20]	avg_lambda[21]	avg_lambda[22]	avg_lambda[23]	avg_lambda[24]	avg_lambda[25]	avg_lambda[26]	avg_lambda[27]	avg_lambda[28]	avg_lambda[29]	avg_lambda[30]	avg_lambda[31]	avg_lambda[32]	avg_lambda[33]	avg_lambda[34]	avg_lambda[35]	avg_lambda[36]	avg_lambda[37]	avg_lambda[38]	avg_lambda[39]	avg_lambda[40]	avg_lambda[41]	avg_lambda[42]	avg_lambda[43]	avg_lambda[44]	avg_lambda[45]	avg_lambda[46]	avg_lambda[47]	avg_lambda[48]	avg_lambda[49]	avg_lambda[50]	avg_lambda[51]	avg_lambda[52]	avg_lambda[53]	avg_lambda[54]	avg_lambda[55]	avg_lambda[56]	avg_lambda[57]	avg_lambda[58]	avg_lambda[59]	avg_lambda[60]	avg_lambda[61]	avg_lambda[62]	avg_lambda[63]	avg_lambda[64]	avg_lambda[65]	avg_lambda[66]	avg_lambda[67]	avg_lambda[68]	avg_lambda[69]	avg_lambda[70]	avg_lambda[71]	avg_lambda[72]	avg_mu[1]	avg_mu[2]	avg_mu[3]	avg_mu[4]	avg_mu[5]	avg_mu[6]	avg_mu[7]	avg_mu[8]	avg_mu[9]	avg_mu[10]	avg_mu[11]	avg_mu[12]	avg_mu[13]	avg_mu[14]	avg_mu[15]	avg_mu[16]	avg_mu[17]	avg_mu[18]	avg_mu[19]	avg_mu[20]	avg_mu[21]	avg_mu[22]	avg_mu[23]	avg_mu[24]	avg_mu[25]	avg_mu[26]	avg_mu[27]	avg_mu[28]	avg_mu[29]	avg_mu[30]	avg_mu[31]	avg_mu[32]	avg_mu[33]	avg_mu[34]	avg_mu[35]	avg_mu[36]	avg_mu[37]	avg_mu[38]	avg_mu[39]	avg_mu[40]	avg_mu[41]	avg_mu[42]	avg_mu[43]	avg_mu[44]	avg_mu[45]	avg_mu[46]	avg_mu[47]	avg_mu[48]	avg_mu[49]	avg_mu[50]	avg_mu[51]	avg_mu[52]	avg_mu[53]	avg_mu[54]	avg_mu[55]	avg_mu[56]	avg_mu[57]	avg_mu[58]	avg_mu[59]	avg_mu[60]	avg_mu[61]	avg_mu[62]	avg_mu[63]	avg_mu[64]	avg_mu[65]	avg_mu[66]	avg_mu[67]	avg_mu[68]	avg_mu[69]	avg_mu[70]	avg_mu[71]	avg_mu[72]	num_shifts[1]	num_shifts[2]	num_shifts[3]	num_shifts[4]	num_shifts[5]	num_shifts[6]	num_shifts[7]	num_shifts[8]	num_shifts[9]	num_shifts[10]	num_shifts[11]	num_shifts[12]	num_shifts[13]	num_shifts[14]	num_shifts[15]	num_shifts[16]	num_shifts[17]	num_shifts[18]	num_shifts[19]	num_shifts[20]	num_shifts[21]	num_shifts[22]	num_shifts[23]	num_shifts[24]	num_shifts[25]	num_shifts[26]	num_shifts[27]	num_shifts[28]	num_shifts[29]	num_shifts[30]	num_shifts[31]	num_shifts[32]	num_shifts[33]	num_shifts[34]	num_shifts[35]	num_shifts[36]	num_shifts[37]	num_shifts[38]	num_shifts[39]	num_shifts[40]	num_shifts[41]	num_shifts[42]	num_shifts[43]	num_shifts[44]	num_shifts[45]	num_shifts[46]	num_shifts[47]	num_shifts[48]	num_shifts[49]	num_shifts[50]	num_shifts[51]	num_shifts[52]	num_shifts[53]	num_shifts[54]	num_shifts[55]	num_shifts[56]	num_shifts[57]	num_shifts[58]	num_shifts[59]	num_shifts[60]	num_shifts[61]	num_shifts[62]	num_shifts[63]	num_shifts[64]	num_shifts[65]	num_shifts[66]	num_shifts[67]	num_shifts[68]	num_shifts[69]	num_shifts[70]	num_shifts[71]	num_shifts[72]
928000	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	1.64807	-nan	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.1187517	0.1723225	0.1994446	0.05802201	0.05802201	0.05802201	0.05802201	0.05802201	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1915734	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.1994446	0.05802201	0.05802201	0.05802201	0.0826049	0.1994446	0.1994446	0.1994446	0.1994446	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.226179	0.1906593	0.2020556	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
929000	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	1.67054	-nan	0.3766916	0.3766916	0.3766916	0.3766916	0.3766916	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.4169077	0.06132062	0.01414455	0.5283639	0.5283639	0.5283639	0.5283639	0.5283639	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.3164294	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.01414455	0.5283639	0.5283639	0.5283639	0.411922	0.01414455	0.01414455	0.01414455	0.01414455	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.08577644	0.3766916	0.3766916	0.3766916	0.3766916	0.2585381	0.07867023	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
930000	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	2.243632	-nan	0.9505322	0.9505322	0.9505322	0.9505322	0.9505322	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3932546	0.7594585	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3932546	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3307807	0.3908296	0.9505322	0.9505322	0.9505322	0.9505322	0.7367219	0.3932546	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
931000	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	1.120862	-nan	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	1.066948	0.6797612	1.215285	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.007021706	0.3529881	0.007021706	0.007021706	0.007021706	0.07121914	1.695426	1.695426	1.695426	1.695426	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	0.4454567	0.1808378	0.1808378	0.1808378	0.1808378	0.1808378	1.286002	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
932000	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	2.063329	-nan	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.6085153	0.5987419	0.4347797	0.4688116	0.4688116	0.4688116	0.4688116	0.4688116	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.4407861	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.03537353	0.4096421	0.4688116	0.4688116	0.4688116	0.4688116	0.4688116	0.4688116	0.4688116	0.4688116	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.0206432	0.5529593	0.0206432	0.0206432	0.0206432	0.0206432	0.05240707	1.320826	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0
933000	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	1.139446	-nan	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3668044	0.7319827	0.3569408	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.2599263	0.4804366	0.2599263	0.2599263	0.2599263	0.2725534	0.7319827	0.7319827	0.5509903	0.2747371	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3619671	0.3556161	0.3619671	0.3619671	0.3619671	0.3619671	0.348383	0.2747371	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
934000	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	1.766233	-nan	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.9409414	1.631649	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.9409414	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2049444	0.2941687	0.2049444	0.2049444	0.2049444	0.2049444	0.5796283	0.4778719	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0
935000	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	1.871001	-nan	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.675256	0.6834648	0.4346503	0.675256	0.675256	0.675256	0.675256	0.675256	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.675256	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.3977172	0.5786709	0.675256	0.675256	0.675256	0.675256	0.675256	0.675256	0.675256	0.675256	0.675256	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.7102001	0.5124054	0.7102001	0.7102001	0.7102001	0.7102001	0.7098489	0.675256	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
936000	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	1.602163	-nan	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	1.235953	1.517643	1.255249	0.2277758	0.2277758	0.2277758	0.2277758	0.2277758	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	0.2277758	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	1.255249	0.2277758	0.2277758	0.2277758	1.005344	1.255249	1.255249	1.255249	1.255249	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.2341952	0.6659152	0.2341952	0.2341952	0.2341952	0.2341952	0.8188377	1.338624	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0
937000	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	1.255472	-nan	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.0528069	0.6415347	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.0528069	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.2434143	0.5953156	0.2434143	0.2434143	0.2434143	0.2434143	0.3538218	0.7133601	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
938000	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	1.506375	-nan	0.05165905	0.05165905	0.05165905	0.05165905	0.05165905	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.2553007	0.3481229	0.1830969	0.1792291	0.1792291	0.1792291	0.1792291	0.1792291	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1792291	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1830969	0.1792291	0.1792291	0.1792291	0.1808002	0.1830969	0.3380642	0.3481229	0.3481229	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.1928939	0.2545599	0.05165905	0.05165905	0.05165905	0.05165905	0.2564387	0.3481229	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
939000	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	1.530987	-nan	0.608948	0.608948	0.608948	0.608948	0.608948	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.5342758	0.5354603	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.5342758	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.4385862	0.8403646	0.608948	0.608948	0.608948	0.608948	0.6487239	0.6570135	-nan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
