Iteration	end_1	end_2	end_3	end_4	end_5	end_6	end_7	end_8	end_9	end_10	end_11	end_12	end_13	end_14	end_15	end_16	end_17	end_18	end_19	end_20	end_21	end_22	end_23	end_24	end_25	end_26	end_27	end_28	end_29	end_30	end_31	end_32	end_33	end_34	end_35	end_36	end_37	end_38	end_39	end_40	end_41	end_42	end_43	end_44	end_45	end_46	end_47	end_48	end_49	end_50	end_51	end_52	end_53	end_54	end_55	end_56	end_57	end_58	end_59	end_60	end_61	end_62	end_63	end_64	end_65	end_66	end_67	end_68	end_69	end_70	end_71	end_72	end_73
89000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
90000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
91000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
92000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	5
93000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	7
94000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	2	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
95000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	6	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	7	7	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	7
96000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	6	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	1	4
97000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
98000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	2	2	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
99000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
100000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	2	8	5
101000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	7
102000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
103000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	3
104000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
105000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	3
106000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	3
107000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	5
108000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
109000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
110000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
111000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	5
112000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
113000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	7
114000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	6	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	5	2	0	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	0
115000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
116000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
117000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
118000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
119000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
120000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	2	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	2
121000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
122000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
123000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
124000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
125000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	1	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	1
126000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	3
127000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	7	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	7
128000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
129000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
130000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	3	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	3
131000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
132000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	6	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	5
133000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
134000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	5
135000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	5
136000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	4
137000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	0
138000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
139000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	1
140000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	3	4	4	4	4	3	3	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	3
141000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
142000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
143000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	3
144000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	4
145000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
146000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	5	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
147000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
148000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
149000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
150000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	1	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
151000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
152000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
153000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
154000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
155000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	6	0	0	0	0	0	3	4
156000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	6
157000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
158000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	2	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	2
159000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
160000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	2	2	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	2
161000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
162000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
163000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	5	5
164000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	5
165000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
166000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	4
167000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	6
168000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
169000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	6	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	1	1	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	1
170000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	5
171000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	3
172000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	2	4
173000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	4
174000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	0	4
175000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	4	4	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	4
176000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	0	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	5
177000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	6	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	5	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	3	5
178000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	5	5	5	8	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	8	8
179000	0	0	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	4	3	5	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	4	4	4	3	3	3	3	8	8	8	8	8	8	8	8	8	8	0	0	0	0	0	6	6
